Filing Name,Extracted Table of Contents,Extracted Arguments from ToC,URL,Conclusion,proper_extraction,classification,salience-rating,annotator-uni
scotus_filing_46414,"TABLE OF CONTENTS 
Page 
TABLE OF AUTHORITIES ..................................... ii 
BRIEF OF AMICUS CURIAE PHOENIX 
CENTER FOR ADVANCED LEGAL & 
ECONOMIC PUBLIC POLICY STUDIES ........ 1 
INTEREST OF AMICUS CURIAE .......................... 1 
INTRODUCTION AND SUMMARY OF 
ARGUMENT ....................................................... 1 
ARGUMENT ............................................................. 3 
I. 
Background ......................................................... 3 
II. To Determine Whether an Administrative 
Agency Engages in Arbitrary and 
Capricious Decisionmaking, a Reviewing 
Court Must Focus on the Clear Text of the 
Statute ................................................................ 6 
III. If an Administrative Agency is Entitled to 
Judicial Deference When Imposing 
Regulation, then it Follows that an 
Agency Should Also be Accorded 
Deference When Removing Regulation ........... 11 
IV. When Congress Provides a Statutory 
Backstop, the Courts Should Accord 
Deference to Administrative Agencies’ 
Deregulatory Efforts ........................................ 17 
V. The Consequences of Overly Strict 
Judicial Review................................................. 20 
CONCLUSION ........................................................ 23 
ii 
 
 
","I. Background......................................................... 3
II. To Determine Whether an Administrative Agency Engages in Arbitrary and
Capricious Decisionmaking, a Reviewing
Court Must Focus on the Clear Text of the Statute ................................................................ 6
III. If an Administrative Agency is Entitled to Judicial Deference When Imposing
Regulation, then it Follows that an
Agency Should Also be Accorded
Deference When Removing Regulation ........... 11
IV. When Congress Provides a Statutory
Backstop, the Courts Should Accord
Deference to Administrative Agencies’ Deregulatory Efforts ........................................ 17
V. The Consequences of Overly Strict
Judicial Review................................................. 20",http://www.supremecourt.gov/DocketPDF/19/19-1231/161576/20201123151624955_Phoenix%20Center%20Media%20Ownership%20Amicus%20Brief%20Final.pdf,"CONCLUSION 
For the foregoing reasons, we join with Petition-
ers and ask this Court to reverse the Third Circuit’s 
ruling below. 
Respectfully submitted, 
 
La",TRUE,Reverse,5,yq2340
scotus_filing_46419,"TABLE OF CONTENTS 
TABLE OF AUTHORITIES ....................................... ii 
STATEMENT OF INTEREST .................................... 1 
INTRODUCTION AND SUMMARY OF  
ARGUMENT ............................................................... 2 
ARGUMENT ............................................................... 5  
I. 
The Third Circuit’s interpretation of §202(h) 
likely renders it unconstitutional .................... 5 
 
A. 
The Third Circuit’s reading of §202(h) 
likely violates the First Amendment .... 5 
 
B. 
The Third Circuit’s reading of §202(h) 
likely violates the nondelegation 
doctrine ................................................... 9 
 
C. 
The Third Circuit’s reading of §202(h) 
likely violates the Fifth Amendment’s 
equal protection principle .................... 14 
CONCLUSION .......................................................... 17 
ii 
 
 
","I. The Third Circuit’s interpretation of §202(h)
likely renders it unconstitutional .................... 5
A. The Third Circuit’s reading of §202(h)
likely violates the First Amendment .... 5
B. The Third Circuit’s reading of §202(h)
likely violates the nondelegation
doctrine ................................................... 9
C. The Third Circuit’s reading of §202(h)
likely violates the Fifth Amendment’s
equal protection principle .................... 14",http://www.supremecourt.gov/DocketPDF/19/19-1231/161572/20201123151040667_19-1231%20-1241%20tsac%20Southeastern%20Legal%20Foundation.pdf,"CONCLUSION 
 
The Court should reverse the decision below.  
 
 
 
       Respectfully submitted,",TRUE,Reverse,4,yq2340
scotus_filing_46421,"TABLE OF CONTENTS 
Page 
TABLE OF AUTHORITIES ...................................... iii 
INTERESTS OF AMICI CURIAE ............................. 1 
INTRODUCTION 
AND 
SUMMARY 
OF 
ARGUMENT ............................................................... 3 
ARGUMENT ............................................................... 5 
I. 
LOCAL MEDIA OWNERSHIP RULES 
MUST REFLECT THE REALITIES 
OF 
THE 
MODERN 
MEDIA 
MARKETPLACE ........................................... 5 
II. ANACHRONISTIC 
OWNERSHIP 
RULES POSE OBSTACLES TO THE 
PRODUCTION OF LOCAL NEWS 
PROGRAMMING 
AND 
EVEN 
THREATEN THE VIABILITY OF 
LOCAL TELEVISION STATIONS ............. 12 
A. 
Outdated ownership rules impede 
broadcasters from achieving the 
scale and scope necessary to 
succeed in increasingly competitive 
markets ................................................. 13 
B. 
Advertising revenues are declining 
even as the costs of producing local 
news programming increase ................ 17 
C. 
The ownership rule modifications 
the Commission attempted to 
make would have supported local 
broadcasters’ attempts to remain 
competitive 
in 
local 
media 
markets ................................................. 20 
ii 
D. Real-world examples underscore 
the importance of ownership rules 
that 
facilitate, 
rather 
than 
impede, economies of scale and 
scope ...................................................... 27 
III. THE THIRD CIRCUIT IGNORED 
THE DETRIMENTAL EFFECT OF 
ITS DECISION ON OWNERSHIP OF 
BROADCAST OUTLETS BY WOMEN 
AND MINORITIES ...................................... 31 
CONCLUSION ......................................................... 34 
iii 
","I. LOCAL MEDIA OWNERSHIP RULES MUST REFLECT THE REALITIES
OF THE MODERN MEDIA MARKETPLACE ........................................... 5
II. ANACHRONISTIC OWNERSHIP RULES POSE OBSTACLES TO THE PRODUCTION OF LOCAL NEWS PROGRAMMING AND EVEN THREATEN THE VIABILITY OF LOCAL TELEVISION STATIONS ............. 12
A. Outdated ownership rules impede broadcasters from achieving the
scale and scope necessary to succeed in increasingly competitive markets ................................................. 13
B. Advertising revenues are declining
even as the costs of producing local
news programming increase ................ 17
C. The ownership rule modifications
the Commission attempted to
make would have supported local broadcasters’ attempts to remain competitive in local media markets ................................................. 20
D. Real-world examples underscore
the importance of ownership rules
that facilitate, rather than impede, economies of scale and
scope ...................................................... 27
III. THE THIRD CIRCUIT IGNORED
THE DETRIMENTAL EFFECT OF
ITS DECISION ON OWNERSHIP OF BROADCAST OUTLETS BY WOMEN
AND MINORITIES...................................... 31",http://www.supremecourt.gov/DocketPDF/19/19-1231/161570/20201123150647329_19-1231.19-1241%20Amici%20Curiae%20Brief.pdf,"CONCLUSION 
 
For the foregoing reasons, the decision of the 
United States Court of Appeals for the Third Circuit 
should be reversed. 
Respectfully submitted, 
 
Mark J. Prak 
John Feore 
  Counsel of Record 
Jason Rademacher 
Julia C. Ambrose 
COOLEY LLP",TRUE,Reverse,5,yq2340
scotus_filing_46427,"TABLE OF CONTENTS      
Table of Authorities……………………………………...ii 
Brief of Amicus Curiae in Support of Petitioners .…...1 
Interest of Amicus Curiae…….…………………….…...1 
Summary of Argument….………………………….…...3 
Argument………………….………………………….…...6 
I. 
Section 202(h) Places a Thumb on the Scale in 
Favor of Freedom……..…….……………….…....6 
A. The Divided Panel Ignored Section 202(h)’s 
Plain Language………...…………………………8 
B. This Court Should Not Rely on Any Deference 
Doctrines…………………...…………………….10 
C. Courts May Not Rewrite Statutes for Policy 
Reasons …………………………………………..12 
II. 
The 2-1 Panel Misapplied the APA Arbitrary 
and Capricious Standard……………...………..15 
III. 
The 2-1 Panel’s Frustration of Congress’s 
Textual Commands Has Harmed Competition 
and Hamstrung Innovation …………..…….….17 
IV. 
This Court Should Reverse the Decision Below 
on 
Narrow 
Straightforward 
Statutory 
Interpretation Grounds ..…………………...….19 
Conclusion..……………….………………………….….25 
 
 
 
 
ii 
 
 
","I. Section 202(h) Places a Thumb on the Scale in
Favor of Freedom……..…….……………….…....6
A. The Divided Panel Ignored Section 202(h)’s
Plain Language………...…………………………8
B. This Court Should Not Rely on Any Deference
Doctrines…………………...…………………….10
C. Courts May Not Rewrite Statutes for Policy
Reasons …………………………………………..12
II. The 2-1 Panel Misapplied the APA Arbitrary
and Capricious Standard……………...………..15
III. The 2-1 Panel’s Frustration of Congress’s
Textual Commands Has Harmed Competition
and Hamstrung Innovation …………..…….….17
IV. This Court Should Reverse the Decision Below
on Narrow Straightforward Statutory
Interpretation Grounds ..…………………...….19",http://www.supremecourt.gov/DocketPDF/19/19-1231/161539/20201123133020436_19-1231%20and%2019-1241tsacAmericansForProsperityFoundation.pdf,"CONCLUSION 
For these reasons, this Court should reverse the 
judgment below.   
 
 
Respectfully submitted,  
 
 
 
Michael Pepson 
Counsel of Record 
Eric R. Bolinder 
AMERICANS FOR PROSPERITY FOUNDATION 
1310 N. Courthouse Road, Ste. 700 
Arlington, VA 22201 
 
Counsel for Amicus Curiae 
November 23, 2020",TRUE,Reverse,4,yq2340
scotus_filing_46435,"TABLE OF CONTENTS 
Table of Authorities .................................................... ii 
Interest of Amicus Curiae .......................................... 1 
Summary of Argument ............................................... 2 
Argument .................................................................... 6 
I. The FCC’s orders are arbitrary and capricious 
under bedrock administrative law principles 
governing judicial review of agency action. .......... 6 
II. The Court should not fashion a more 
deferential APA standard of review for 
the FCC’s decision to relax its ownership 
rules. ................................................................... 14 
Conclusion ................................................................. 22 
 
 
 
 
ii 
",". The FCC’s orders are arbitrary and capricious under bedrock administrative law principles governing judicial review of agency action. .......... 6
II. The Court should not fashion a more
deferential APA standard of review for
the FCC’s decision to relax its ownership
rules. ................................................................... 14",http://www.supremecourt.gov/DocketPDF/19/19-1231/164487/20201222134405561_Prometheus%20amicus%20brief.pdf,"CONCLUSION 
The Court should affirm the judgment of the court 
of appeals.",TRUE,Affirm,3,yq2340
scotus_filing_46440,"TABLE OF CONTENTS 
Page 
TABLE OF AUTHORITIES .................................  
ii 
INTEREST OF AMICI CURIAE ..........................  
1 
INTRODUCTION AND SUMMARY OF        
ARGUMENT ......................................................  
1 
ARGUMENT .........................................................  
6 
I. 
BOTH CONGRESS AND THE SU-
PREME COURT HAVE LONG REC-
OGNIZED THE IMPORTANCE OF 
BROADCAST MEDIA AND THAT 
MAINTAINING 
DIVERSITY 
IN 
BROADCAST MEDIA OWNERSHIP 
IS ESSENTIAL TO THE PUBLIC IN-
TEREST ................................................  
6 
II. 
THE TEXT, STRUCTURE, AND HIS-
TORY OF THE TELECOMMUNICA-
TIONS ACT REQUIRE THE FCC TO 
MEANINGFULLY CONSIDER OWN-
ERSHIP DIVERSITY IN DETERMIN-
ING WHETHER A REGULATION IS 
IN THE PUBLIC INTEREST ..............  
9 
A. The Act’s Text and Structure 
Demonstrate that the FCC Must 
Consider Ownership Diversity in 
Its Public Interest Analysis ............  
9 
B. The History of the Telecommunica-
tions Act Reflects Congress’s Plan 
for the FCC to Consider Ownership 
Diversity in Its Public Interest 
Analysis ...........................................  
14 
CONCLUSION .....................................................  
21 
APPENDIX ...........................................................  
1A 
ii 
","
I. BOTH CONGRESS AND THE SU- PREME COURT HAVE LONG REC- OGNIZED THE IMPORTANCE OF BROADCAST MEDIA AND THAT MAINTAINING DIVERSITY IN BROADCAST MEDIA OWNERSHIP
IS ESSENTIAL TO THE PUBLIC IN- TEREST ................................................ 6
II. THE TEXT, STRUCTURE, AND HIS- TORY OF THE TELECOMMUNICA- TIONS ACT REQUIRE THE FCC TO MEANINGFULLY CONSIDER OWN- ERSHIP DIVERSITY IN DETERMIN-
ING WHETHER A REGULATION IS
IN THE PUBLIC INTEREST .............. 9
A. The Act’s Text and Structure Demonstrate that the FCC Must Consider Ownership Diversity in
Its Public Interest Analysis ............ 9
B. The History of the Telecommunica-
tions Act Reflects Congress’s Plan
for the FCC to Consider Ownership Diversity in Its Public Interest Analysis ........................................... 14",http://www.supremecourt.gov/DocketPDF/19/19-1231/164537/20201223081356891_FCC%20v.%20Prometheus%20Amicus%20FINAL.pdf,"CONCLUSION 
For the foregoing reasons, the judgments of the 
court below should be affirmed. 
 
 
    
Respectfully submitted,",TRUE,Affirm,4,yq2340
scotus_filing_46443,"TABLE OF CONTENTS 
 
INTEREST OF AMICI CURIAE ................................ 1 
INTRODUCTION AND SUMMARY OF 
ARGUMENT ............................................................... 3 
ARGUMENT ............................................................... 7 
I. THE COMMISSION HAS LONG HELD THAT 
THE PUBLIC INTEREST IS SERVED BY 
PROMOTING MEDIA DIVERSITY—
INCLUDING MINORITY AND FEMALE 
OWNERSHIP. ............................................................ 7 
A. Diversity Considerations Have      Always 
Been a Bedrock of the Commission’s Public 
Interest     Mandate. ........................................... 9 
B. By 1996, Minority and Female Ownership 
Was an Unambiguous, Independent, and 
Established Component of the Public 
Interest Mandate. ............................................ 12 
C. Section 202(h) Did Not Alter the 
Commission’s View that the Public Interest 
Is Served by Diversity, Including Minority 
and Female Ownership. .................................. 19 
II. THE THIRD CIRCUIT CORRECTLY HELD 
THE COMMISSION ACCOUNTABLE FOR 
FAILING TO CONSIDER IMPORTANT 
ASPECTS OF MEDIA OWNERSHIP. .............. 25 
CONCLUSION .......................................................... 31 
 
 
 
ii 
 
 
","I. THE COMMISSION HAS LONG HELD THAT THE PUBLIC INTEREST IS SERVED BY PROMOTING MEDIA DIVERSITY— INCLUDING MINORITY AND FEMALE OWNERSHIP.............................................................7
A. Diversity Considerations Have Always Been a Bedrock of the Commission’s Public Interest Mandate. ...........................................9
B. By 1996, Minority and Female Ownership Was an Unambiguous, Independent, and Established Component of the Public Interest Mandate. ............................................ 12
C. Section 202(h) Did Not Alter the Commission’s View that the Public Interest Is Served by Diversity, Including Minority and Female Ownership................................... 19
II. THE THIRD CIRCUIT CORRECTLY HELD THE COMMISSION ACCOUNTABLE FOR FAILING TO CONSIDER IMPORTANT ASPECTS OF MEDIA OWNERSHIP. .............. 25",http://www.supremecourt.gov/DocketPDF/19/19-1231/164676/20201223154226194_Former%20FCC%20Commissioners%20Amicus%20Brief.pdf,"CONCLUSION 
The Court should affirm the Third Circuit’s 
judgment. 
 
 
 
Respectfully submitted, 
 
Chri",TRUE,Affirm,4,yq2340
scotus_filing_46446,"TABLE OF CONTENTS 
INTEREST OF AMICI CURIAE .................................... 1 
SUMMARY OF ARGUMENT........................................... 2 
ARGUMENT ........................................................................ 7 
I. The FCC expressly adopted ownership  
diversity as an important policy consideration ........... 7 
II. For years the FCC has failed competently  
to collect, let alone analyze, basic ownership  
diversity data ................................................................ 16 
CONCLUSION .................................................................. 28 
APPENDIX — LIST OF AMICI CURIAE.................. A1 
 
 
ii 
","I. The FCC expressly adopted ownership
diversity as an important policy consideration ........... 7
II. For years the FCC has failed competently
to collect, let alone analyze, basic ownership
diversity data ................................................................ 16",http://www.supremecourt.gov/DocketPDF/19/19-1231/164644/20201223142312855_2020.12.22%20Leadership%20Conference%20Amicus%20Brief%20Final.pdf,"CONCLUSION  
Amici urge the Court to affirm. 
Respectfully submitted, 
VANITA GUPTA 
CORRINE YU 
MICHAEL ZUBRENSKY 
THE LEADERSHIP  
CONFERENCE ON CIVIL & 
HUMAN RIGHTS 
THE LEADERSHIP  
CONFERENCE EDUCATION 
FUND 
1620 L St. NW, Ste. 1100 
Washington, D.C. 20036 
PETER K. STRIS  
ELIZABETH ROGERS BRANNEN 
 Counsel of Record 
SARAH RAHIMI 
STRIS & MAHER LLP 
777 S. Figueroa St., Suite 3850 
Los Angeles, CA 90017 
(213) 995-6800 
 
MICHAEL N. DONOFRIO 
BRIDGET ASAY 
STRIS & MAHER LLP 
28 Elm Street, 2d Floor 
Montpelier, VT 05602 
Counsel for Amici Curiae 
December 23, 2020",TRUE,Affirm,3,yq2340
scotus_filing_46461,"TABLE OF CONTENTS 
Page 
 
RULE 29.6 STATEMENT ............................................ i 
INTRODUCTION ........................................................ 1 
ARGUMENT ............................................................... 3 
I. 
Respondents Fail To Justify The Third 
Circuit’s Elevation Of Policy Concerns 
Over The Competition Analysis 
Congress Specifically Required ...................... 3 
A. Section 202(h) Requires The FCC 
To Consider Competition, Not 
Minority And Female Ownership ............ 4 
B. The Reconsideration Order Fully 
Complied With Section 202(h) ............... 12 
C. Chenery Is No Bar To This Court’s 
Reliance On Statutory Grounds ............ 13 
II. Respondents Fail To Justify The Third 
Circuit’s Judgment Based On 
Administrative Law Principles .................... 16 
A. The FCC Has Never Bound Itself 
To Consider Minority And Female 
Ownership In Section 202(h) 
Reviews ................................................... 16 
B. The FCC Adequately Considered 
Minority And Female Ownership .......... 20 
III. Respondents Fail To Justify The Third 
Circuit’s Remedy And Retention Of 
Jurisdiction ................................................... 22 
CONCLUSION .......................................................... 25 
iii 
 
","I. Respondents Fail To Justify The Third Circuit’s Elevation Of Policy Concerns
Over The Competition Analysis
Congress Specifically Required......................3
A. Section 202(h) Requires The FCC
To Consider Competition, Not
Minority And Female Ownership............4
B. The Reconsideration Order Fully Complied With Section 202(h)...............12
C. Chenery Is No Bar To This Court’s Reliance On Statutory Grounds ............13
II. Respondents Fail To Justify The Third Circuit’s Judgment Based On
Administrative Law Principles....................16
A. The FCC Has Never Bound Itself
To Consider Minority And Female Ownership In Section 202(h) Reviews...................................................16
B. The FCC Adequately Considered Minority And Female Ownership..........20
III. Respondents Fail To Justify The Third Circuit’s Remedy And Retention Of Jurisdiction ................................................... 22",http://www.supremecourt.gov/DocketPDF/19/19-1231/165658/20210108100834045_NAB%20v.%20Prometheus%20Merits%20Reply%20Brief%20FINAL.pdf,"CONCLUSION 
This Court should reverse the decision below and 
instruct the Third Circuit to deny Respondents’ 
petitions for review. 
Respectfully submitted. 
 
EVE KLINDERA REED 
JEREMY J. BROGGI 
WILEY REIN LLP 
1776 K Street, NW 
Washington, DC  20036 
(202) 719-7000 
Counsel for Petitioner Nexstar 
Inc. f/k/a Nexstar Broadcasting, 
Inc. 
 
 
HELGI C. WALKER 
   Counsel of Record 
JACOB T. SPENCER 
MAX E. SCHULMAN 
GIBSON, DUNN & CRUTCHER LLP 
1050 Connecticut Avenue, NW 
Washington, DC  20036 
(202) 955-8500 
hwalker@gibsondunn.com 
Counsel for Petitioner National 
Association of Broadcasters 
 
January 8, 2021",TRUE,Reverse,5,yq2340
scotus_filing_46492,"TABLE OF CONTENTS 
 
Page 
 
STATEMENT OF INTEREST..................................... 1 
SUMMARY OF ARGUMENT...................................... 3 
ARGUMENT ................................................................. 4 
I. 
Gray’s Business Model Is To Improve 
And Expand Local News Coverage 
Through Increased Investment Allowed 
By Economies of Scale. ...................................... 4 
A. 
The Economics of Local 
Television. ............................................... 5 
B. 
Gray’s Business Strategy. ...................... 8 
C. 
The FCC’s Duopoly Rule. ..................... 16 
II. 
The Court Should Grant The Petitions 
Because The Third Circuit’s Decision 
Creates Uncertainty For Businesses 
Like Gray’s And Forestalls Further 
Improvements To Local News 
Production In Small And Mid-Sized 
Markets............................................................. 23 
CONCLUSION ............................................................ 26 
II 
","I. Gray’s Business Model Is To Improve
And Expand Local News Coverage
Through Increased Investment Allowed
By Economies of Scale. ...................................... 4
A. The Economics of Local
Television. ............................................... 5
B. Gray’s Business Strategy. ...................... 8
C. The FCC’s Duopoly Rule. ..................... 16
II. The Court Should Grant The Petitions
Because The Third Circuit’s Decision
Creates Uncertainty For Businesses
Like Gray’s And Forestalls Further
Improvements To Local News
Production In Small And Mid-Sized
Markets............................................................. 23",http://www.supremecourt.gov/DocketPDF/19/19-1241/143934/20200520153901663_39832%20Anderson%20Brief.pdf,"CONCLUSION 
The Court should grant the petitions for writs of 
certiorari. 
 
Respectfully submitted,  
KEVIN P. LATEK 
ROBERT J. FOLLIARD III 
GRAY TELEVISION, INC. 
4370 Peachtree Rd., NE 
Suite 400 
Atlanta, GA 30319 
(404) 266-8333 
 
BARRETT J. ANDERSON 
COOLEY LLP 
4401 Eastgate Mall 
San",TRUE,Grant,4,yq2340
