Filing Name,Extracted Table of Contents,URL,Conclusion,proper_extraction,classification,salience-rating,annotator-uni
scotus_filing_43521,"TABLE OF CONTENTS 
Page 
RULE 29.6 DISCLOSURE STATEMENT .................. i 
TABLE OF AUTHORITIES ...................................... iii 
INTRODUCTION ........................................................ 1 
ARGUMENT ............................................................... 2 
CONCLUSION ............................................................ 8 
iii 
",http://www.supremecourt.gov/DocketPDF/19/19-914/139618/20200401130319232_19-914%20Cross-Petition%20Reply%204-1%20Final.pdf,"CONCLUSION 
If the Court grants the FTC’s petition (No. 19-825), 
this conditional cross-petition should also be granted. 
Respectfully submitted, 
S",,,,yq2340
scotus_filing_44,"TABLE OF CONTENTS 
Page 
Interest of Amicus Curiae....................................  
1 
Summary of Argument ........................................  
1 
Argument .............................................................  
2 
 
I.   A brief explanation of the grounds for sum-
mary affirmance will benefit lower courts, 
potential litigants, and the public .............  
2 
 II.   This Court should caution against overre-
liance on Buckley’s soft distinctions and 
emphasize that a court must focus pri-
marily on the real world effect on political 
speech ........................................................  
5 
 III.   A brief opinion from this Court will con-
firm the rigorousness of closely drawn 
scrutiny, as reflected in the District 
Court’s decision .........................................  
7 
Conclusion ............................................................  16 
ii 
 
",http://www.supremecourt.gov/DocketPDF/21/21-12/186854/20210805165140416_41247%20pdf%20Daugherty.pdf,"CONCLUSION 
 
For the foregoing reasons, IFS respectfully re-
quests that this Court issue a brief opinion setting",,,,yq2340
scotus_filing_44385,"TABLE OF CONTENTS 
Page 
TABLE OF AUTHORITIES ......................................................................................... VII
INTRODUCTION .......................................................................................................... 1
ARGUMENT .................................................................................................................. 3
I.
There is a strong prospect that certiorari will be granted. ..................... 3
A.
The ruling below conflicts with this Court’s teaching that 
Rule 26(b)’s relevance requirement must be firmly applied 
and calls for the Court’s exercise of its supervisory 
authority. ....................................................................................... 3
B.
The five conflicting circuit decisions cited in the petition 
are not legally distinguishable. ..................................................... 6
C.
The decision below cleanly presents an exceptionally 
important and recurring question. ............................................... 8
II.
Respondents’ merits arguments are wholly unpersuasive. .................... 9
A.
If the mandamus standard applies here, the decisions of 
five circuits confirm that it is easily satisfied. ............................. 9
B.
Respondents’ other merits arguments misrepresent the 
record or otherwise lack merit. ..................................................... 9
III.
Applicants face certain irreparable harm absent a stay. ..................... 13
IV.
Respondents’ claims of harm from the stay are not credible, and 
a stay clearly promotes the public interest. .......................................... 14
CONCLUSION ............................................................................................................. 15
vii
",http://www.supremecourt.gov/DocketPDF/19/19-1010/134418/20200228102712679_Generics%20MDL%20-%20SCT%20-%20Stay%20Reply%20-%20FINAL.pdf,"CONCLUSION 
For the foregoing reasons, the application for a stay should be granted.",,,,yq2340
scotus_filing_44912,"TABLE OF CONTENTS 
 
TABLE OF AUTHORITIES ....................................... ii 
INTEREST OF THE AMICUS CURIAE .................... 1 
SUMMARY OF ARGUMENT ..................................... 3 
ARGUMENT ................................................................ 5 
I. 
The McGill Rule Is the Latest in A Long 
Line of Cases from California Courts and 
the Ninth Circuit Attempting to Undermine 
the FAA and this Court’s Precedent. ............... 5 
II. 
Public-Injunction Claims Have No Limit 
and Are Inherently Incompatible with 
Arbitration. ....................................................... 7 
A. 
The McGill Rule Permits Rampant Abuse 
Because There Is No Meaningful Limitation 
to Its Invocation. ............................................... 9 
B. 
The 
McGill 
Rule 
Requires 
Procedures 
Inherently Incompatible with Arbitration. .... 10 
III. 
The 
Decision 
of 
the 
Ninth 
Circuit 
Undermines 
the 
FAA 
By 
Creating 
Unpredictability 
in 
the 
Law 
and 
Encouraging Forum Shopping. ...................... 20 
CONCLUSION .......................................................... 22 
 
 
 
 
 
 
 
 
ii 
 
",http://www.supremecourt.gov/DocketPDF/19/19-1066/139370/20200327174503146_DRI%20Amicus%20Brief_Tillage%20and%20Ardle%20PDF-A.pdf,"CONCLUSION 
For the foregoing reasons and those stated in the 
petitions, the McArdle and Tillage petitions for a writ 
of certiorari should be granted. 
 
 
Respectfully submitted, 
 
PHILIP L. WILLMAN, 
PRESIDENT OF DRI—THE 
VOICE OF THE DEFENSE BAR 
BROWN & JAMES PC 
800 Market Street 
ZACH CHAFFEE-MCCLURE 
     Counsel of Record 
ELISABETH A. HUTCHINSON 
SHOOK, HARDY & BACON LLP 
2555 Grand Blvd.",,,,yq2340
scotus_filing_45018,"TABLE OF CONTENTS 
 
TABLE OF AUTHORITIES ....................................... ii 
INTEREST OF THE AMICUS CURIAE .................... 1 
SUMMARY OF ARGUMENT ..................................... 3 
ARGUMENT ................................................................ 5 
I. 
The McGill Rule Is the Latest in A Long 
Line of Cases from California Courts and 
the Ninth Circuit Attempting to Undermine 
the FAA and this Court’s Precedent. ............... 5 
II. 
Public-Injunction Claims Have No Limit 
and Are Inherently Incompatible with 
Arbitration. ....................................................... 7 
A. 
The McGill Rule Permits Rampant Abuse 
Because There Is No Meaningful Limitation 
to Its Invocation. ............................................... 9 
B. 
The 
McGill 
Rule 
Requires 
Procedures 
Inherently Incompatible with Arbitration. .... 10 
III. 
The 
Decision 
of 
the 
Ninth 
Circuit 
Undermines 
the 
FAA 
By 
Creating 
Unpredictability 
in 
the 
Law 
and 
Encouraging Forum Shopping. ...................... 20 
CONCLUSION .......................................................... 22 
 
 
 
 
 
 
 
 
ii 
 
",http://www.supremecourt.gov/DocketPDF/19/19-1078/139372/20200327174959195_DRI%20Amicus%20Brief_Tillage%20and%20Ardle%20PDF-A.pdf,"CONCLUSION 
For the foregoing reasons and those stated in the 
petitions, the McArdle and Tillage petitions for a writ 
of certiorari should be granted. 
 
 
Respectfully submitted, 
 
PHILIP L. WILLMAN, 
PRESIDENT OF DRI—THE 
VOICE OF THE DEFENSE BAR 
BROWN & JAMES PC 
800 Market Street 
ZACH CHAFFEE-MCCLURE 
     Counsel of Record 
ELISABETH A. HUTCHINSON 
SHOOK, HARDY & BACON LLP 
2555 Grand Blvd.",,,,yq2340
scotus_filing_45021,"TABLE OF CONTENTS 
Page 
INTEREST OF AMICI CURIAE .........................  
1 
INTRODUCTION AND SUMMARY OF ARGU-
MENT ...............................................................  
3 
ARGUMENT ........................................................  
4 
 
I.   THE NINTH CIRCUIT’S DECISIONS 
THREATEN TO EVISCERATE CON-
SUMER ARBITRATION ............................  
4 
A.   The Ninth Circuit’s Decisions Effec-
tively Invalidate Tens of Millions of 
Arbitration Agreements ......................  
5 
B.   The Ninth Circuit’s Decisions Harm 
Companies and Consumers Nation-
wide .....................................................  
7 
C.   The Proliferation of California PAGA 
Claims Underscores These Concerns .....  11 
 II.   THE MCGILL RULE IS YET ANOTHER 
IMPERMISSIBLE ATTEMPT TO UNDER-
MINE THE FAA’S POLICY FAVORING 
ARBITRATION ..........................................  14 
A.   The Ninth Circuit and California Have 
Repeatedly Disregarded this Court’s 
FAA Precedents ...................................  14 
B.   The Ninth Circuit’s Endorsement of 
the McGill Rule Likewise Contravenes 
this Court’s FAA Precedents ...............  19 
CONCLUSION .....................................................  25 
ii 
 
",http://www.supremecourt.gov/DocketPDF/19/19-1078/139450/20200330145019835_Chamber%20of%20Commerce%20et%20al.%20Amicus%20Brief%20ISO%20Petitioners.pdf,"CONCLUSION 
 
For these reasons and those in the petitions for 
writs of certiorari, the petitions should be granted. 
 
Respectfully submitted, 
ST",,,,yq2340
scotus_filing_45700,"TABLE OF CONTENTS 
TABLE OF AUTHORITIES ......................................... iii 
INTEREST OF THE AMICI CURIAE  ....................... 1
INTRODUCTION AND SUMMARY OF THE 
ARGUMENT .............................................................. 2
ARGUMENT ....................................................................... 5
I.
Credibility Appraisals Are Central To Asylum 
Proceedings .................................................................. 5
II.
Credibility Determinations In Asylum Cases 
Are Intertwined With The Effects Of Trauma ...... 7
A.
Trauma Can Manifest As Inconsistent Or 
Incomplete Memories ............................................. 9
B.
Trauma Can Affect Demeanor ............................ 15
C.
The 
Asylum 
Process 
Itself 
Sharpens 
Trauma’s Effects ................................................... 17
III. Immigration Judges Are Far Better Suited 
Than Appellate Judges To Assess Credibility 
Combined With The Effects Of Trauma ................ 20
A.
Congress Properly Vested Immigration 
Judges, Not Appellate Courts, With The 
Responsibility 
For 
Making 
Difficult 
Credibility Determinations .................................. 21
ii 
B.
Immigration Judges Have Rightfully Given 
Asylum To Applicants Whose Testimony 
May Not Comport With Traditional Indicia 
Of Credibility Because Of Trauma ..................... 24
IV. Precluding Federal Appellate Courts From 
Making 
Their 
Own 
Adverse 
Credibility 
Findings Will Not Yield Adverse Effects ............. 27
CONCLUSION ................................................................. 29
iii 
",http://www.supremecourt.gov/DocketPDF/19/19-1155/165884/20210111140728016_19-1155%20Amici%20Curiae%20in%20support%20of%20respondents.pdf,"CONCLUSION 
For the foregoing reasons, amici curiae urge the 
Court to affirm the Ninth Circuit’s judgments. 
January 11, 2021 
     Respectfully submitted, 
LE",,,,yq2340
scotus_filing_45706,"TABLE OF CONTENTS 
 
TABLE OF AUTHORITIES ................................... iii 
INTERESTS OF AMICI .......................................... 1 
SUMMARY OF ARGUMENT .................................. 2 
ARGUMENT ............................................................ 5 
I. 
IN THE YEARS PRECEDING THE REAL ID 
ACT, THE FEDERAL APPELLATE COURTS 
STRUGGLED 
TO 
REVIEW 
ASYLUM 
DECISIONS THAT LACKED CREDIBILITY 
FINDINGS ........................................................ 5 
A. 
The 
Federal 
Appellate 
Courts 
Reviewed a Flood of Problematic 
Asylum 
Denials 
after 
the 
“Streamlining” of the BIA Review 
Process in 2002 ........................................... 5 
B. 
Where There Were No Credibility 
Findings by the Immigration Judges 
or the BIA, the Federal Appellate 
Courts Either Presumed Credibility 
or 
Remanded 
for 
Credibility 
Determinations ......................................... 10 
 
 
 
 
 
 
 
 
 
 
ii 
II. 
BY ESTABLISHING A PRESUMPTION OF 
CREDIBILITY 
ON 
APPEAL 
IN 
THE 
ABSENCE 
OF ADVERSE CREDIBILITY 
DETERMINATIONS, THE REAL ID ACT 
RESOLVED THE PROBLEM PREVIOUSLY 
FACED BY THE FEDERAL APPELLATE 
COURTS ......................................................... 16 
III. THE 
GOVERNMENT’S 
PROPOSED 
APPROACH 
WOULD 
UNRAVEL 
CONGRESS’S CAREFULLY CALIBRATED 
SCHEME 
AND 
REINSTATE 
THE 
DIFFICULTIES 
FACED 
BY 
FEDERAL 
APPELLATE COURTS PRIOR TO THE REAL 
ID ACT .......................................................... 20 
A. 
The 
Approach 
Urged 
by 
the 
Government 
Disregards 
Core 
Principles of Statutory Interpretation
 ................................................................... 21 
B. 
This Erroneous Approach Would 
Deprive the Federal Appellate Courts 
of the Useful Bright-Line Rule that 
Congress Established ............................... 24 
C. 
The Pending Cases Illustrate Why 
the Government’s Approach is Wrong
 ................................................................... 26 
CONCLUSION ....................................................... 29 
 
 
 
 
 
 
 
 
 
 
 
 
iii 
",http://www.supremecourt.gov/DocketPDF/19/19-1155/165838/20210111124942249_Dai%20Amicus%20Brief%20FINAL%2001-11-2021.pdf,"CONCLUSION 
For the foregoing reasons, this Court should affirm 
the judgments of the court of appeals regarding 
credibility determinations. 
 
Respectfully submitted, 
  
 
ELEANOR BARRETT 
JEAN GALBRAITH 
UNIVERSITY OF 
PENNSYLVANIA  
CAREY LAW SCHOOL 
    APPELLATE ADVOCACY 
CLINIC 
3501 Sansom Street 
Philadelphia, PA 19104 
(215) 746-7824  
 
 
ILANA H. EISENSTEIN 
  Counsel of Record 
PAUL D. SCHMITT 
JOHN WRAY 
DLA PIPER LLP (US) 
One Liberty Place 
1650 Market Street 
Suite 5000 
Philadelphia, PA 19103 
(215) 656-3351  
ilana.eisenstein@dlapiper.com",,,,yq2340
scotus_filing_46,"TABLE OF CONTENTS 
Page 
TABLE OF AUTHORITIES .................................  
ii 
INTEREST OF AMICUS CURIAE ......................  
1 
SUMMARY OF ARGUMENT ..............................  
1 
ARGUMENT ........................................................  
5 
 
I.   The Lower Court Misconstrued and Over-
stated the First Amendment Burdens Pre-
sented by the Loan-Repayment Limit ........  
5 
A.   The challenged law functions as a limit 
on personal gifts aggregating over 
$250,000, not as a limit on candidate 
campaign spending ................................  
5 
B.   The district court’s standing analysis 
relied on a material error ....................  
8 
 II.   Limiting Post-Election Payments that Per-
sonally Enrich Candidates Serves Demon-
strated Anti-Corruption Interests that the 
District Court Failed to Credit ....................  11 
A.   The interests advanced by the chal-
lenged law are neither novel nor im-
plausible ..............................................  11 
B.   The FEC provided ample evidence to 
substantiate the anti-corruption ob-
jective of the loan-repayment limit .....  17 
C.   The district court failed to pay defer-
ence to Congress in an area of unique 
legislative expertise .............................  22 
CONCLUSION .....................................................  25 
ii 
 
",http://www.supremecourt.gov/DocketPDF/21/21-12/186943/20210806160526624_08-06-2021%20CLC%20Amicus%20brief_FEC%20v.%20Cruz_FINAL.pdf,"CONCLUSION 
 
The judgment of the district court should be sum-
marily reversed, and the case remanded to the district 
court with instructions to dismiss. 
Respectfully submitted, 
PA",,,,yq2340
scotus_filing_46405,"TABLE OF CONTENTS 
QUESTION PRESENTED ........................................... I 
PARTIES TO THE PROCEEDINGS ......................... II 
OPINIONS BELOW .................................................... 1 
STATEMENT .............................................................. 1 
REASONS FOR DENYING THE PETITION .......... 15 
I. 
The Third Circuit’s Fact-Bound Application Of 
Settled Administrative Law Standards Presents 
No Legal Question Warranting Review............ 17 
A. This Case Is Even Less Worthy of 
Certiorari than Its Predecessors. ................ 17 
B. As the Government Acknowledges, No 
Question of Statutory Interpretation Is 
Presented. ..................................................... 19 
II. 
This 
Court’s 
Intervention 
Is 
Unnecessary 
Because The Agency Has All The Tools It Needs 
To Fix Problems Of Its Own Making. ............... 24 
A. The 2018 Quadrennial Review Now 
Underway Is Not “Distorted” by the 
Third Circuit’s Decision. .............................. 24 
B. Further Backward-Looking Judicial 
Review Is Unnecessary. ............................... 26 
III. The Third Circuit’s Decision Is Correct. ........... 29 
CONCLUSION .......................................................... 38 
 
 
 
iv 
 
",http://www.supremecourt.gov/DocketPDF/19/19-1231/148228/20200721115425325_FCC%20v.%20Prometheus%20BIO%20July%2021%20as%20filed.pdf,"CONCLUSION 
The petitions for writs of certiorari should be 
denied.  
 
Respectfully submitted. 
 
An",,,,yq2340
