Filing Name,Extracted Table of Contents,URL,Conclusion,proper_extraction,classification,salience-rating,annotator-uni
scotus_filing_7628,"TABLE OF CONTENTS 
 
Page 
TABLE OF AUTHORITIES ....................................... ii 
REPLY BRIEF FOR THE PETITIONER...............  
I.  CERTIORARI IS WARRANTED BY THE BROAD 
IMPACT THE WISCONSIN SUPREME COURT’S 
ORDER WILL HAVE  ...................................... 1-6 
CONCLUSION ........................................................ 6 
 
ii 
 
 
",http://www.supremecourt.gov/DocketPDF/20/20-165/154447/20200918163002500_Reply%20Brief%20for%20Petitioner%209-18-20.pdf,"CONCLUSION 
 
Carroll respectfully requests the honorable United 
States Supreme Court grant her petition for a writ of 
certiorari. 
 
 
 
      Respectfully submitted, 
 
 
 
Brandon M. Schwartz 
Counsel of Record 
SCHWARTZ LAW FIRM 
600 Inwood Avenue N. 
Suite 130 
Oakdale, MN 55128 
(651) 528-6800 
brandon@mdspalaw.com  
 
Michael D. Schwartz 
SCHWARTZ LAW FIRM 
600 Inwood Avenue N. 
Suite 130 
Oakdale, MN 55128 
(651) 528-6800 
brandon@mdspalaw.com  
 
 
 
 
Counsel for Petitioner 
 
 
September 18, 2020 
",,,,yc4152
scotus_filing_7679,"TABLE OF CONTENTS
",http://www.supremecourt.gov/DocketPDF/20/20-176/150423/20200817145341996_20200817-144733-95751268-00000474.pdf,"CONCLUSION
The indictment should be dismissed. In the alternative, because there was
neither deceit nor fraud on CCC, the judgement of the lower court should be
reversed. As a second alternative, the judgment should be vacated and the case
remanded for a new trial.
Respectfully submitted,
/s/ Pablo Calderon
Pablo Calderon 
7 Old Parish Rd 
Darien, CT 06820 
(203) 613-6748
July 9,2018
App.100
",,,,yc4152
scotus_filing_886,"TABLE OF CONTENTS 
Page 
TABLE OF AUTHORITIES ..................................... iii 
STATEMENT OF JURISDICTION .......................... 1 
STATEMENT OF THE ISSUES ............................... 2 
STATEMENT OF THE CASE .................................. 2 
1. Course of Proceedings and Disposition 
in the Court Below .......................................... 2 
a. Plea and Sentence ..................................... 2 
b. Section 2255 Motion .................................. 4 
c. Rule 59(e) Motion ...................................... 7 
d. Appellate Proceedings ............................... 9 
2. Statement of the Facts ................................. 10 
STANDARD OF REVIEW ....................................... 10 
SUMMARY OF THE ARGUMENT ........................ 10 
ARGUMENT ............................................................ 11 
I. THE DISTRICT COURT ERRED IN CONCLUDING 
IT LACKED JURISDICTION TO CONSIDER MR. 
DE JESUS’ TIMELY RULE 59(E) MOTION ............... 12 
A. Banister Establishes That a Timely 
Rule 59(e) Motion is Not a Second or 
Successive Section 2255 Motion ................... 12 
B. Banister Makes Clear That the District 
Court had Jurisdiction to Resolve Mr. 
De Jesus’ Timely Rule 59(e) Motion ............. 15 
II. THE DISTRICT COURT’S REMARKS ON THE 
MERITS OF MR. DE JESUS’ RULE 59(E) 
MOTION DO NOT PROVIDE AN ALTERNATIVE 
BASIS FOR AFFIRMANCE ....................................... 17 
79a 
A. The District Court’s Comments on the 
Merits of the Rule 59(e) Motion Do Not 
Amount to an Alternative Holding .............. 18 
B. The District Court Misunderstood the 
Proper Bases of Rule 59(e) Relief ................. 21 
C. The District Court Misunderstood the 
Arguments in Mr. De Jesus’ Rule 59(e) 
Motion, Which Did More Than Reassert 
Earlier Arguments ........................................ 26 
CONCLUSION ........................................................ 33 
CERTIFICATE OF COMPLIANCE ........................ 34 
CERTIFICATE OF SERVICE ................................. 35 
 
 
80a 
",http://www.supremecourt.gov/DocketPDF/21/21-168/185633/20210803153140074_De%20Jesus%20v.%20United%20States%20-%20Cert%20Petition%20Appendix.pdf,"CONCLUSION 
For the foregoing reasons, the Court should reverse 
the District Court’s order rejecting Mr. De Jesus’ Rule 
59(e) motion for lack of jurisdiction, with instructions 
for the District Court to address the arguments made 
in that motion on their merits. 
 
Date:  August 12, 2020 
Respectfully submitted, 
/s/ Genna Leigh Sinel 
Brian Charles Lea 
Victoria Cuneo Powell 
JONES DAY 
1420 Peachtree Street, 
N.E., Suite 800 
Atlanta, Georgia 30309 
(404) 521-3939 
",,,,yc4152
scotus_filing_8879,"TABLE OF CONTENTS 
TABLE OF AUTHORITIES ........... Error! Bookmark not 
defined. 
STATEMENT OF THE CASE .......................................... 83 
SPECIFICATION OF ERROR .......................................... 89 
ARGUMENT ...................................................................... 89 
I. 
The First Circuit’s Use of an Unwritten 
Geographic Quota to Assign Civil Appellate  
Panels Violates Article 2164.1 of the Louisiana 
Code of Civil Procedure and Louisiana Revised 
Statutes § 13:319 ................................................... 89 
A. 
Article 2164.1 of Louisiana Code of Civil 
Procedure and Louisiana  
Revised Statutes § 13:319 Require Random 
Assignment of Civil  
Appellate Panels ........................................ 90 
B. 
A Court Rule (Written or Unwritten) 
Cannot Contravene a Statute................... 93 
C. 
The First Circuit’s Unwritten Rule 
Requiring Geographic Quotas is Not 
Random, as It Eliminates Over 70% of 
Possible Combinations From Randomly 
Assigned Panels and Ensures that Two 
Members of the Same District Will Not 
Serve Together on a Three-Judge Panel ... 96 
D. 
The Evidence Refutes the First Circuit’s 
Claim that It Belatedly Changed Its 
Practices to Partially Comply with the 
Random Assignment Laws ...................... 100 
E. 
The First Circuit’s Prior Failure to 
Randomly Assign Appeals Created a 
Grossly Disproportionate Distribution of 
Appeals Among Its Judges ...................... 102 
 
 
 
 
 
 
70a 
 
F. 
Due to Recusals, the First Circuit’s Use of 
Geographic Quotas Creates an Uneven 
Probability of Drawing All First Circuit 
Judges Going Forward ............................. 103 
II. 
The First Circuit Violated Public Policy by  
Using an Unwritten Geographic Quota .............. 104 
III. 
The Use of a Geographic Quota Does Not Pass 
Constitutional Muster ......................................... 105 
A. 
The Right to Due Process Requires a Fair 
and Impartial Decisionmaker ................. 106 
B. 
The First Circuit’s Use of Geographic 
Quotas Denies the Right of Equal 
Protection to Litigants in the First 
Circuit ....................................................... 111 
C. 
The First Circuit Ignores the  
Constitutional Principle of Separation of 
Powers ...................................................... 113 
D. 
The First Circuit’s Use of a Geographic 
Quota Does Not Advance the Interest of 
Racial Diversity on Appellate Panels or 
Prevent “Home-Cooking.” ....................... 114 
IV. 
Texas Brine Is Entitled to Enforcement of  
Random Assignment of Civil Appellate Panels  
and Transfer of the Sinkhole Cases to Another  
Circuit Court of Appeal ....................................... 117 
CONCLUSION ................................................................ 121 
CERTIFICATE OF SERVICE ........................................ 123 
 
 
 
 
 
 
 
 
 
 
71a 
 
",http://www.supremecourt.gov/DocketPDF/20/20-312/153231/20200904172658166_TexasBrine.cert.pet.app.pdf,"conclusion holds regardless of 
whether the likelihood of the Clerk of Court and 
Deputy Clerk of Court signing a particular 
order is treated as being equally as likely as a 
particular judge signing a particular order, or 
whether that probability is weighted as being 
more likely. 
33. My analysis and opinions regarding Judge 
McDonald’s presence on thirty-one of fifty-two 
appellate panels is unchanged from my March 
11, 2019 affidavit, and I incorporate that 
analysis and those opinions into this affidavit. 
34. I have not been asked to opine as to, any other 
issues raised by Texas Brine’s recusal motion, 
and I do not purport to offer any expert opinions 
as to any other issues before this Court. 
35. I attest that the foregoing is true and correct 
and within my personal knowledge.  
 
______________________ 
ROBBIE A. BEYL, 
PH.D. 
 
 
SWORN AND SUBSCRIBED 
BEFORE ME the undersigned 
Notary Public, this 26th day 
of March, 2019. 
 
 
NOTARY PUBLIC
",,,,yc4152
scotus_filing_9219,"TABLE OF CONTENTS
Page
INTRODUCTION .............................................................................4 
STATEMENT OF THE CASE .........................................................5 
STATEMENT OF FACTS ................................................................9 
REASONS FOR DENYING THE PETITION...............................14 
I.
PLAINTIFF’S PETITION DOES NOT MEET THE
REQUIREMENTS FOR THE EXTRAORDINARY
REMEDY OF A WRIT OF MANDAMUS............................14 
II.
PLAINTIFF’S PETITION SHOULD BE
DISREGARDED AS PLAINTIFF MISREPRESENTS
THE PROCEEDINGS BELOW AND HIS CLAIMS
ARE UNSUPPORTED BY THE RECORD. ........................15 
III.
THE PLAINTIFF CANNOT CHALLENGE THE
COURT’S RULINGS WHICH ARE NOT IN EXCESS
OF ITS AUTHORITY, BY WAY OF A PETITION
FOR AN EXTRAORDINARY WRIT OF
MANDAMUS.........................................................................18 
CONCLUSION................................................................................19 
3 
",http://www.supremecourt.gov/DocketPDF/20/20-354/157047/20201013171408137_20-354%20brief%20in%20opposition.pdf,"CONCLUSION
For the foregoing reasons, the petition for a writ of 
mandamus should be denied.  
DATED: October 13, 2020 
Respectfully submitted, 
HURRELL CANTRALL LLP 
By:
 /s/ Melinda Cantrall 
MELINDA CANTRALL 
Attorneys for Defendants-
Respondents, JUSTO AVILA, 
MONICA RATLIFF, SCOTT 
SCHMERELSON, GEORGE 
MCKENNA, MICHEL VEZINA, 
PAULA GREENE, JOHN 
PLEVACK, REF RODRIGUEZ 
AND LOS ANGELES UNIFIED 
SCHOOL DISTRICT  
",,,,yc4152
scotus_filing_9340,"TABLE OF CONTENTS 
Page 
I. 
Appellees fail to satisfy Article III ................................ 1 
II. The Presidential Memorandum does not violate  
the legal provisions governing the census and 
apportionment .................................................................. 6 
",http://www.supremecourt.gov/DocketPDF/20/20-366/157494/20201013124337670_20-366%20Trump%20v.%20New%20York%20Reply%20ISO%20Jurisdictional%20Statement.pdf,,,,,yc4152
scotus_filing_9349,"TABLE OF CONTENTS
TABLE OF AUTHORITIES. . . . . . . . . . . . . . . . . . . . ii
INTEREST OF AMICUS CURIAE . . . . . . . . . . . . . . 1
SUMMARY OF THE ARGUMENT. . . . . . . . . . . . . . 1
ARGUMENT . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 3
I.
THE PRESIDENT’S POLICY IS CONSISTENT
WITH THE CONSTITUTION . . . . . . . . . . . . . . . 3
A. Only Members Of Our National Political
Community Should Be Represented In Our
National Government . . . . . . . . . . . . . . . . . . . 5
B. Illegal Aliens Are Not Members Of Our
National Political Community . . . . . . . . . . . . 7
II. THE PRESIDENT’S POLICY IS NECESSARY
TO PROTECT BOTH EQUAL REPRESEN-
TATION OF THE PEOPLE AND EQUALITY IN
VOTING . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 11
CONCLUSION. . . . . . . . . . . . . . . . . . . . . . . . . . . . . 14
ii
",http://www.supremecourt.gov/DocketPDF/20/20-366/159275/20201030145554014_20-366%20tsac%20IRLI.pdf,"CONCLUSION
For the foregoing reasons, the judgment of the court
below should be reversed.
Respectfully submitted,
CHRISTOPHER J. HAJEC
Counsel of Record
GINA M. D’ANDREA
IMMIGRATION REFORM LAW INSTITUTE
25 Massachusetts Ave., NW
Suite 335
Washington, DC 20001
(202) 232-5590
chajec@irli.org
Counsel for Amicus Curiae
",,,,yc4152
scotus_filing_9351,"TABLE OF CONTENTS 
 
TABLE OF AUTHORITIES ....................................... ii 
 
INTEREST OF AMICUS CURIAE ............................ 1 
 
INTRODUCTION & SUMMARY OF THE 
ARGUMENT ............................................................... 2 
 
ARGUMENT ............................................................... 4 
 
I.  THIS COURT’S PRECEDENTS FAVOR 
 
THE CENSUS BUREAU PROVIDING 
 
THE PRESIDENT AND THE PUBLIC  
 
WITH INFORMATION—NOT  
 
SUPPRESSING INFORMATION. ................ 4 
 
II.  PERMITTING THE CENSUS BUREAU 
 
TO REPORT THIS INFORMATION IS 
 
IMPORTANT FOR REDISTRICTING  
 
PURPOSES. ................................................. 10 
 
CONCLUSION .......................................................... 27 
 
 
 
 
 
 
 
 
 
 
 
 
ii 
 
",http://www.supremecourt.gov/DocketPDF/20/20-366/159313/20201030165621220_20-366%20Amicus%20Brief%20Fair%20Lines%20America.pdf,"CONCLUSION 
 
 
The district court committed an error at the very 
least in their commanded remedy. The district court 
was asked to prevent the President of the United 
States from using anything other than the total 
population of the United States to apportion 
congressional 
seats. 
The 
Congressional 
apportionment occurs at the second step of the 
census reporting statute, and the district court’s 
order did not properly assess the first step of the 
process.  
 
The district court improperly prevented the 
Secretary from even reporting information to the 
President at step one. Regardless of how this Court 
decides the merits of the case at step two, this Court 
should never prevent the Secretary of Commerce 
from reporting the number of U.S. citizens living in 
the United States and the number of those persons 
residing in the United States without authorization. 
This information is critically important, especially 
for legislatures as they embark on their sovereign 
function of drawing districts for the following 
decade. 
 
Respectfully submitted,  
 
JASON B. TORCHINSKY 
  
Counsel of Record 
  
JONATHAN P. LIENHARD 
SHAWN T. SHEEHY 
KEN DAINES 
  
HOLTZMAN VOGEL 
  
JOSEFIAK TORCHINSKY PLLC 
",,,,yc4152
scotus_filing_9353,"TABLE OF CONTENTS 
QUESTION PRESENTED ......................................... i 
TABLE OF AUTHORITIES ..................................... iii 
INTEREST OF AMICUS CURIAE ........................... 1 
SUMMARY OF ARGUMENT .................................... 1 
ARGUMENT .............................................................. 2 
I. 
The Constitution’s Original Meaning 
in the Apportionment Context. ..................... 4 
II. Foreign nationals are not 
“Inhabitants” and Cannot be Included 
in a State’s Population for 
Apportionment Purposes. ........................... 17 
III. Counting Foreign Nationals, legally or 
illegally present in the US, for 
Apportionment Purposes Violates the 
“One Person, One Vote” and Equal 
Protection Principles. .................................. 20 
CONCLUSION ......................................................... 31 
 
 
 
iii 
 
",http://www.supremecourt.gov/DocketPDF/20/20-366/159277/20201030145905072_20-366%20-%20TSAC%20John%20Baker.pdf,"CONCLUSION 
Foreign nationals cannot be counted for purposes 
of the decennial reapportionment of seats in the 
 
13 Section 2 of the Fourteenth Amendment does not require 
a different result.  As noted above, the Framers of that 
amendment stripped away the text dealing with unfree 
persons, but otherwise left the Apportionment Clause’s 
original language and purpose intact.  It cannot be, how-
ever, that the “uppermost principle” of the delegates to the 
Constitutional Convention, “that, no matter where he 
lived, each voter should have a voice equal to that of every 
other in electing members of Congress,” Wesberry, 376 U.S. 
at 10, should be undermined by a provision that, on its 
face, guarantees that very right. 
",,,,yc4152
scotus_filing_9356,"TABLE OF CONTENTS 
Table of Contents ........................................................ i 
Table of Authorities .................................................... ii 
Interest of Amicus Curiae .......................................... 1 
Statement of the Case ................................................ 1 
Summary of Argument ............................................... 2 
Argument .................................................................... 3 
I. 
The Government has not violated any  
statutory or constitutional requirement. ............ 3 
A. Illegal aliens are not “the People” of the 
United States. ................................................ 4 
B. Neither § 2a nor the legislative history  
relied on below provide an answer. .............. 5 
II. The district court did not have jurisdiction. ....... 6 
A. The district court lacked Article III 
jurisdiction. .................................................... 7 
1. Plaintiffs cannot show a differential-
undercount injury. .................................. 8 
2. Plaintiffs cannot show a diverted-
resource injury. ....................................... 9 
3. Plaintiffs’ claim is not ripe. ................... 11 
B. No final action has occurred for APA  
review. .......................................................... 12 
C. Plaintiffs lack both the direct injury and  
the ongoing violation of federal law  
required for equity review. .......................... 13 
Conclusion ................................................................ 15 
ii 
",http://www.supremecourt.gov/DocketPDF/20/20-366/159321/20201030190647064_EFELDF%20Census%20SDNY%20Amicus.pdf,"CONCLUSION 
For the foregoing reasons and those argued by the 
Government, the Court should reverse the district 
court’s judgment.  
October 30, 2020 
Respectfully submitted, 
 
LAWRENCE J. JOSEPH 
 Counsel of Record  
1250 Connecticut Av NW 
Suite 700-1A 
Washington, DC 20036 
(202) 355-9452 
ljoseph@larryjoseph.com 
 
",,,,yc4152
