Filing Name,Extracted Table of Contents,Extracted Arguments from ToC,URL,Conclusion,proper_extraction,classification,salience-rating,annotator-uni
scotus_filing_35794,"TABLE OF CONTENTS 
Table of Authorities .................................................................................................... ii 
Argument ..................................................................................................................... 3 
I. The Court Is Likely To Note Probable Jurisdiction and 
Reverse or Vacate the Decision and Injunction Below .................................... 3 
A. 
Respondents Ignore the High Likelihood of 
Summary Vacatur and Remand as a Matter of 
Course ..................................................................................................... 4 
B. 
Respondents Fail To Defend the District Court’s 
Many Legal Errors ................................................................................. 4 
II. Irreparable Harm Will Result Absent This Court’s 
Intervention, and the Balance of Equities Favors a Stay ............................. 11 
Conclusion .................................................................................................................. 16 
 
 
 
 
 
 
 
ii 
 
",,http://www.supremecourt.gov/DocketPDF/19/19-110/100473/20190521121506216_Draft%20REPLY%20Stay%20Application%20FINAL.pdf,"CONCLUSION 
 
The Court should stay the injunction below and remedial proceedings pending 
appeal. Alternatively, the Court should stay the injunction and remedial proceedings 
pending its forthcoming Rucho and Benisek decisions, treat this stay application as a 
jurisdictional statement, and vacate and remand the opinion and injunction below 
once those decisions are issued for further consideration.",,,,aae2155
scotus_filing_35800,"TABLE OF CONTENTS 
TABLE OF AUTHORITIES .................................. ii 
INTEREST OF THE AMICUS .............................. 1 
SUMMARY OF ARGUMENT................................ 1 
ARGUMENT .......................................................... 4 
I.   Article I Forbids Favoring or Disfavoring a 
 
Political Party Through a District’s Design .... 4 
II.  Cracking and Packing is a Discoverable and 
 
Manageable Standard for Article I Claims ...... 7 
III. Cracking and Packing Can Also Test Equal  
 
Protection and First Amendment Claims ...... 15 
CONCLUSION............................. ........................ 18 
 
 
 
 
 
 
 
 
ii 
 
T",,http://www.supremecourt.gov/DocketPDF/19/19-110/111975/20190812133220657_19-70%20Amicus%20Brief%20of%20Stephen%20M.%20Shapiro.pdf,"CONCLUSION 
 
 
The Court should postpone jurisdiction and set 
the case for briefing and argument on the issues 
raised herein.  
 
 
 
 
 
 
Respectfully submitted, 
 
Michael R. Geroe 
  Counsel of Record 
8049 Paseo Arrayan 
Carlsbad, CA  92009 
(816) 721-4814 
mgeroe@gmail.com    
 
Stephen M. Shapiro 
5111 Westridge Road  
Bethesda, MD  20816 
(301) 229-6241 
sshapiro@law.gwu.edu 
 
 
August 12, 2019",,,,aae2155
scotus_filing_35915,"TABLE OF CONTENTS 
CORPORATE DISCLOSURE STATEMENT ............. i 
TABLE OF AUTHORITIES ...................................... iii 
STATEMENT .............................................................. 1 
REASONS TO DENY THE WRIT ........................... 15 
I. 
THERE IS NO CIRCUIT SPLIT  
REGARDING HOW TO ASSESS 
PETITIONERS’ FREE EXERCISE                 
CLAIM. ........................................................... 15 
II. 
THE PROCEDURAL POSTURE OF THIS 
CASE MAKES IT AN INAPPROPRIATE 
VEHICLE FOR THIS COURT’S 
INTERVENTION. .......................................... 20 
III. 
THIS CASE IS A POOR VEHICLE TO 
REEXAMINE SMITH BECAUSE EVEN 
UNDER PRE-SMITH LAW, THE CITY’S 
REQUIREMENT THAT CONTRACTORS 
CARRYING OUT A GOVERNMENT 
PROGRAM ABIDE BY THE TERMS OF           
THE PROGRAM WOULD BE VALID. ......... 23 
IV. 
THE THIRD CIRCUIT FAITHFULLY 
APPLIED THIS COURT’S 
“UNCONSTITUTIONAL CONDITIONS” 
PRECEDENTS ............................................... 29 
CONCLUSION .......................................................... 33 
 
 
 
 
 
 
iii 
",,http://www.supremecourt.gov/DocketPDF/19/19-123/118679/20191010125014465_No%2019%20123%20Sharonell%20Fulton%20et%20al%20v%20City%20of%20Philadelphia%20Pennsylvania%20et%20al%20Brief%20in%20Opposition%20for%20Intervenor%20Respondents.pdf,"CONCLUSION 
 
The Court should deny the petition. 
 
 
 
 
Respectfully Submitted, 
Mary",,,,aae2155
scotus_filing_36753,"TABLE OF CONTENTS 
 
TABLE OF AUTHORITIES ........................................................................................... ii 
 
I. 
The District Court’s Remedy Is an Unprecedented Intrusion Into the 
Legislative Process. ................................................................................................ 1 
 
II. 
Respondents’ Arguments Highlight Why a Stay Should Issue. .......................... 5 
 
a. 
The Pending Decisions in Benisek and Rucho Necessitate a Stay ............. 5 
 
i. 
Democratic Voters’ Standing Arguments Highlight Rucho’s 
Potential Impact on this Case .............................................................. 5 
 
b. 
Respondents’ Timing Concerns Are Unfounded and Fundamentally 
a Problem of Democratic Voters’ Own Making ............................................ 6 
 
c. 
Democratic Voters’ Misunderstanding of Michigan’s Legislative 
Processes Demonstrates Why a Stay Is Appropriate Here ......................... 7 
 
CONCLUSION ............................................................................................................... 8 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
ii 
",,http://www.supremecourt.gov/DocketPDF/19/19-220/100491/20190521130334986_FINAL%20-%20Chatfield%20v%20LWV%20-%20Reply%20In%20Supp%20of%20Stay%20-%205_21_19.pdf,"CONCLUSION 
 
For the reasons set forth in this Reply, Applicants’ Emergency Motion, and Senate 
Intervenors’ Emergency Motion, Applicants respectfully request that this Court grant the requested 
stay.  
 
 
 
                                                             
4 The fact that Dr. Chen’s simulated maps were allowed into evidence at all will be a crucial 
issue on appeal. The evidentiary issues surrounding Dr. Chen’s simulations are legion. See Mot. In 
Limine to Exclude Expert Report of Dr. Chen (ECF No. 147). Among other things, Dr. Chen deleted 
his source code which deprived Defendants’ experts from assessing, inter alia, the reliability of the 
simulations. See id.; see also Daubert v. Merrell Dow Pharmaceuticals, Inc., 43 F.3d 1311, 1319 (9th Cir. 1995). 
Dr. Chen also failed to program Michigan’s proper redistricting criteria. See Mot. In Limine to Exclude 
Expert Report of Dr. Chen at 16-18 (ECF No. 147).",,,,aae2155
scotus_filing_37074,"TABLE OF CONTENTS 
Page 
INTEREST OF AMICUS CURIAE ......................  
1 
SUMMARY OF THE ARGUMENT .....................  
1 
ARGUMENT ........................................................  
4 
 
I.   This Court Should Grant Review to Pre-
vent Its Sui Generis Campaign-Finance 
Jurisprudence from Undermining First 
Amendment Protection in Other Areas of 
the Law ......................................................  
4 
 II.   The Ninth Circuit’s Ruling Conflicts with 
This Court’s Repeated Recognition That 
Compelled 
Disclosure 
Is 
Necessarily 
Chilling ......................................................  
9 
A.   This Court Has Long Protected Pri-
vate Association from Compelled Dis-
closure ..................................................  10 
B.   The Ninth Circuit’s Decision Below 
Conflicts with This Precedent .............  15 
 III.   The Ninth Circuit Applied the Wrong 
Level of Scrutiny Because of the Multiplic-
ity of Tests Called “Exacting Scrutiny” .....  17 
A.   Strict Scrutiny Applies to Burdens on 
Charitable Solicitation ........................  18 
B.   The Ninth Circuit Applied Intermedi-
ate Scrutiny, in Conflict with This 
Precedent, Because of the Confusing 
and Conflicting Labels This Court Has 
Applied to Its Tests ..............................  20 
CONCLUSION .....................................................  24 
ii 
 
",,http://www.supremecourt.gov/DocketPDF/19/19-251/116781/20190924125402029_Brief%20of%20Amicus%20Curiae%20Institute%20for%20Justice%20in%20Support%20of%20Petitioners.pdf,"CONCLUSION 
 
For the reasons stated above, this Court should 
grant the petition for certiorari. 
Respectfully submitted, 
PAUL M. SHERMAN 
INSTITUTE FOR JUSTICE 
901 North Glebe Road, 
 Suite 900 
Arlington, VA 22203 
Tel: (703) 682-9320 
psherman@ij.org 
Counsel for Amicus Curiae 
 Institute for Justice 
 
“increas[ing] [his] investigative efficiency,” see Pet’r’s App. 19a, 
but, as this Court has noted, “the First Amendment does not per-
mit the State to sacrifice speech for efficiency,” Riley, 487 U.S. at 
795.",,,,aae2155
scotus_filing_37078,"TABLE OF CONTENTS 
TABLE OF AUTHORITIES ..................................... iii 
INTEREST OF AMICUS CURIAE ........................... 1 
SUMMARY OF THE ARGUMENT ........................... 3 
ARGUMENT .............................................................. 3 
I. 
The “Civic Courage” Required to Exercise 
First Amendment Rights Affecting the 
Integrity of the Legislative Process and the 
Election of Public Officials Is Not a Burden 
Imposed Upon Charities and Their Donors. ..... 3 
II. 
The Internet Has Created New Ways to 
Inflict Serious and Permanent Harm Upon 
Donors That Simply Didn’t Exist in the Days 
of NAACP v. Alabama. ....................................... 6 
III. Valuable Insight to the Risks of Public 
Disclosure Faced by Donors Can Be Found 
in the Examples of Harm Suffered by Prop 8 
Supporters. ......................................................... 8 
IV. The Public Threats, Harassment, 
Intimidation, and Retaliation Faced by 
Donors of Controversial Organizations Are 
Real, Not Speculative. ........................................ 9 
1. Vandalism ................................................ 11 
2. Death Threats .......................................... 12 
3. Physical Violence ..................................... 14 
ii 
 
4. Destruction of Livelihood ......................... 15 
5. Harassment in the Workplace ................. 17 
V. 
The Ninth Circuit Failed to Consider the 
Severe Harm Suffered by Prop 8 Supporters 
in Assessing the Grave Risks of Disclosure 
Facing Petitioners and Their Donors. ............. 18 
CONCLUSION ......................................................... 20 
 
 
 
iii 
 
",,http://www.supremecourt.gov/DocketPDF/19/19-251/116981/20190925130224833_2019.09.25%20TMLCvB%20CERT%20ABR%20Brief%20of%20Amicus%20Curiae%20Proposition%208%20Legal%20Defense%20Fund%20in%20Support%20of%20Petitioners.pdf,"CONCLUSION 
The real harms suffered by AFPF and the Law 
Center (as well as amicus Defense Fund) and their 
donors are not unique or isolated. The testimony of 
experts at trial, the shared experiences of other 
charities, and common sense inform the conclusion 
that all nonprofit organizations who maintain 
confidential donor information (especially those that 
engage in controversial public issues, no matter what 
end of the political spectrum) are exposed to the same 
public 
threats, 
harassment, 
intimidation, 
and 
retaliation, much of which is today enabled by 
information technology that wasn’t even imagined at 
the time of NAACP v. Alabama. 
The outcome of this case has real consequences.  It 
is inevitable that people will suffer tangible harm if 
the California Attorney General’s unlawful practice is 
allowed to stand. The petitions for writs of certiorari 
should be granted on this issue of exceptional 
importance.",,,,aae2155
scotus_filing_37096,"TABLE OF CONTENTS 
Page 
TABLE OF AUTHORITIES .................................  iii 
INTEREST OF AMICI CURIAE .........................  
1 
SUMMARY OF ARGUMENT ..............................  
3 
ARGUMENT ........................................................  
5 
 
I.   The Ability to Make Anonymous Dona-
tions is an Important Vehicle for Encour-
aging Broad-based Civic Participation ......  
5 
A.   The State’s Bulk Collection of Chari-
table Donor Information Threatens 
the Right to Make Anonymous Chari-
table Donations Pursuant to the Dic-
tates of Faith .......................................  
8 
B.   The State’s Bulk Collection of Charitable 
Donor Information Deters Anonymous 
Giving for Secular Personal Reasons ......  10 
C.   The State’s Bulk Collection of Charita-
ble Donor Information Puts Donors to 
Unpopular Social and Political Causes 
at Risk ..................................................  14 
 II.   The State Has No Compelling Interest in 
the Bulk Collection of Donor Information, 
Particularly Given the Serious Risks of 
Public Disclosure .......................................  17 
 III.   California Has Ample Tools for Ensuring 
Compliance With State Law Without Any 
Need for the Bulk Collection of Donor In-
formation ...................................................  24 
CONCLUSION .....................................................  26 
iii 
 
",,http://www.supremecourt.gov/DocketPDF/19/19-251/117064/20190925154250709_38524%20pdf%20Hong%20II.pdf,"CONCLUSION 
 
For the forgoing reasons, amici respectfully re-
quest that this Court grant the petitions for writs of 
certiorari and reverse the judgment of the Ninth Cir-
cuit. 
Respectfully submitted, 
Se",,,,aae2155
scotus_filing_37116,"TABLE OF CONTENTS 
 
Page 
 
 
Question Presented ...................................................... i 
Introduction ................................................................. 1 
Statement .................................................................... 2 
Argument ................................................................... 11 
Conclusion .................................................................. 25 
 
iii 
",,http://www.supremecourt.gov/DocketPDF/19/19-251/123625/20191125172618870_Brief%20in%20Opposition_FINAL%20FOR%20FILING.pdf,"CONCLUSION 
The petitions for writs of certiorari should be de-
nied. 
Respectfully submitted, 
XAVIER BECERRA 
Attorney General of California 
MICHAEL J. MONGAN 
Solicitor General 
AIMEE FEINBERG 
Deputy Solicitor General 
TAMAR PACHTER 
Supervising Deputy Attorney  
  General 
JOSE A. ZELIDON-ZEPEDA 
Deputy Attorney General 
 
 
November 25, 2019 
 
 
                                         
364 U.S. at 486, 490 (invalidating compelled disclosure of all or-
ganizational affiliations of all public sc",,,,aae2155
scotus_filing_37144,"TABLE OF CONTENTS 
 
TABLE OF AUTHORITIES ....................................... ii 
INTERESTS OF THE AMICI CURIAE..................... 1 
SUMMARY OF ARGUMENT .................................... 2 
ARGUMENT ............................................................... 3 
I. 
These Cases Are Controlled by NAACP v. 
Alabama ............................................................... 4 
II. The Constitution’s Text, Its Context, and Early 
Precedent Confirm the Reach of the “Right of the 
People to Peaceably Assemble” ............................ 5 
III. This Court Recognizes the Importance of the 
Right of Assembly and Makes It Applicable to 
the States Via the Fourteenth Amendment ........ 9 
IV. The Right of Assembly Goes Missing from This 
Court’s Jurisprudence, Being Replaced with a 
More Limited “Right of Association” ................. 15 
A. This Court in Roberts v. United States  
 
Jaycees Unduly Restricted the Right to 
Assembly Sub Silentio ................................... 19 
B. This Court in Christian Legal Society v. 
Martinez Wrongly Disregarded the 
Organization’s Freedom of Assembly ............ 25 
V. This Court’s Precedent with Respect to First 
Amendment Freedoms Cognate with Assembly 
Should Guide This Court’s Assembly 
Jurisprudence ..................................................... 27 
CONCLUSION .......................................................... 31 
 
 
 
ii 
",,http://www.supremecourt.gov/DocketPDF/19/19-251/170083/20210225173920073_19-251%2019-255%20Amicus%20%20Br%20Concerned%20Women%20of%20America%20et%20al.pdf,"CONCLUSION 
 
After this Court’s decision in CLS, “the right of 
association bore little resemblance to the right of 
assembly that had existed for almost two hundred 
years of our nation’s history.”87  In deciding these 
cases, this Court should return to the text of the First 
Amendment and reconfirm its earlier precedent that 
the right of assembly stands on a co-equal footing with 
other First Amendment freedoms. 
 
Respectfully submitted, 
this 2",,,,aae2155
scotus_filing_37159,"TABLE OF CONTENTS 
Page 
TABLE OF AUTHORITIES ...................................... iii 
INTEREST OF AMICUS CURIAE ............................ 1 
INTRODUCTION AND SUMMARY OF 
ARGUMENT ....................................................... 2 
ARGUMENT ............................................................... 6 
I. 
Disclosure Requirements Must Be Closely 
Drawn To Further A Sufficiently 
Important Government Interest. ....................... 6 
A. The Freedom Of Association Is Crucial 
To Preserve Minority Viewpoints, And 
It Is Susceptible To Attack From Both 
The Government and Private Actors. ............ 6 
B. Compelled Disclosure Requirements 
Are Subject To Exacting Scrutiny................ 10 
C. The Ninth Circuit Misapplied This 
Court’s Exacting Scrutiny Standard. .......... 13 
II. 
The California Attorney General’s 
Disclosure Requirement Fails Each Prong 
of Exacting Scrutiny. ........................................ 17 
A. The Attorney General’s Disclosure 
Requirement Does Not Further A 
Sufficiently Important State Interest. ......... 17 
B. The Attorney General’s Disclosure 
Requirement Is Not Tailored To Avoid 
Unnecessarily Burdening Associational 
Freedoms. ...................................................... 20 
ii 
 
III. 
The Fatal Constitutional Flaws In The 
California Attorney General’s Compelled 
Disclosure Regime Render It Meaningfully 
Distinct From The IRS’s Schedule B 
Requirement. .................................................... 24 
A. The IRS’s Schedule B Requirement May 
Satisfy The First Amendment. .................... 25 
B. The California Attorney General’s 
Disclosure Requirement Is Dissimilar 
On Every Point. ............................................ 28 
CONCLUSION .......................................................... 30 
 
iii 
 
 
",,http://www.supremecourt.gov/DocketPDF/19/19-251/170337/20210301112429633_CEO%20Amicus%20Brief%20-%20AFPF%20v.%20Becerra%20-%20TO%20PRINT%20and%20FILE.pdf,"CONCLUSION 
This Court should reverse the decision of the 
United States Court of Appeals for the Ninth Circuit. 
Respectfully submitted. 
 
TH",,,,aae2155
