Filing Name,Extracted Table of Contents,Extracted Arguments from ToC,URL,Conclusion
scotus_filing_27551,"TABLE OF CONTENTS
Page
Table of authorities
3
Jurisdictional Statement
5
Legal issues
5
Statement of case and facts
11
Argument
20
State law claims
20
Federal law claims
30
Procedural due process
31
Substantive due process
34
Conclusion
37
2
App. p.31
",,http://www.supremecourt.gov/DocketPDF/20/20-6900/166428/20210121134153158_20210121-133855-95752508-00001111.pdf,"Conclusions of Law, filed May 17,2019, Clerk’s Index P. 2389
Defendants thus confess the intention which their ac tions have demonstrated,
namely, that Reints should be without his own home in his retirement and old age, if
the alternative is that they must, as the law requires, stop collecting his property taxes.
37
App. p.66"
scotus_filing_29538,"TABLE OF CONTENTS 
TABLE OF AUTHORITIES ............................................................................... iii 
STATEMENT REGARDING PRIOR RELATED APPEALS ........................... vi 
JURISDICTIONAL STATEMENT ......................................................................1 
STATEMENT OF THE ISSUES ..........................................................................1 
STATEMENT OF THE CASE .............................................................................2 
1. 
Factual Background ................................................................2 
2. 
Procedural History ..................................................................7 
SUMMARY OF ARGUMENT ........................................................................... 14 
STANDARD OF REVIEW ................................................................................. 16 
ARGUMENT ...................................................................................................... 16 
I. 
The District Court Erroneously Held Heck v. Humphrey Required 
Dismissal of Mr. Hooks’s Excessive Force Claim ................................... 16 
a. 
Heck v. Humphrey Requires Dismissal Only 
Where a Favorable Judgment Would Necessarily 
Undermine the State Court Conviction .................... 16 
b. 
A Favorable Judgment on Mr. Hooks’s Excessive 
Force Claim Would Not Necessarily Undermine 
the Basis of His State Court Convictions ................. 20 
II. 
Under Kingsley the District Court Should Have Applied an 
Objective Standard Only When Evaluating Mr. Hooks’s Deliberate 
Indifference Claims .................................................................................. 26 
a. 
The Fourteenth Amendment Does Not Require 
Proof of Subjective Intent .......................................... 27 
b. 
The Magistrate Erred in Applying the Eighth 
Amendment’s Subjective Intent Requirement to 
Mr. Hooks’s Deliberate Indifference Claims ............ 31 
Appellate Case: 19-6093     Document: 010110355147     Date Filed: 06/01/2020     Page: 2 
59a
 
ii 
III. 
Regardless of Whether Kingsley Applies, Genuine Disputes of 
Material Fact Precluded Summary Judgment ....................................... 34 
a. 
Summary Judgment May Only Be Awarded When 
The Evidence Is So One Sided That a Reasonable 
Jury Could Not Rule in Favor of the Non-Movant ... 34 
b. 
Defendant Atoki’s Presence in the Monitoring 
Booth, His Subjective Knowledge, and Causation 
Were All Genuinely Disputed ................................... 36 
CONCLUSION ................................................................................................... 42 
STATEMENT OF COUNSEL AS TO ORAL ARGUMENT 
CERTIFICATE OF COMPLIANCE 
CERTIFICATE OF SERVICE 
ADDENDUM 
Doc. No. 91 – Supplemental Report and Recommendation 
Doc. No. 100 – Order Adopting Supplemental Report and 
Recommendation 
Doc. No. 184 – Sixth Supplemental Report and Recommendation 
Doc. No. 194 – Order Adopting Sixth Supplemental Report and 
Recommendation 
Doc. No. 195 – Judgment 
 
 
Appellate Case: 19-6093     Document: 010110355147     Date Filed: 06/01/2020     Page: 3 
60a
 
iii 
",,http://www.supremecourt.gov/DocketPDF/20/20-7368/170869/20210303173629964_Hooks%20Pet.%20App..pdf,"CONCLUSION 
For the foregoing reasons, Mr. Hooks respectfully asks the Court to (1) 
reverse the district court’s dismissal of his excessive force claims against 
defendants Harding and Irby; (2) remand the district court’s dismissal of Mr. 
Hooks’s deliberate indifference claims against Armor/Dr. Childs, Armor/the 
Booking Nurses, the booking guard, and the classification guard; and (3) 
reverse the district court’s award of summary judgment in defendant Atoki’s 
favor.  
 
 
 
 
 
 
Date: June 1, 2020   
            
Respectfully submitted, 
 
/s"
scotus_filing_34168,"TABLE OF CONTENTS 
 
TABLE OF AUTHORITIES .......................................................................................... ii 
 
STATEMENT OF THE INTEREST ............................................................................. 1 
 
SUMMARY OF THE ARGUMENT .............................................................................. 3 
 
ARGUMENT .................................................................................................................. 5 
I. 
The Chief Justice’s Opinion in June Medical Controls and Precludes 
the Balancing Test Employed by the District Court ......................................... 5 
 
II. 
Respondents Did Not, as Required, File a Citizen Petition with FDA 
To Lift the Mifepristone REMS .......................................................................... 9 
 
III. 
Requiring Mifepristone Be Dispensed Only at a Clinic Rather than 
Through Mail-Order Does Not Impose an Undue Burden .............................. 10 
 
CONCLUSION ............................................................................................................. 16 
 
ADDITIONAL COUNSEL ........................................................................................... 17 
 
 
 
 
 
 
ii 
",,http://www.supremecourt.gov/DocketPDF/20/20A34/151632/20200828152711202_Motion%20for%20Leave%20to%20File%20Amicus%20Curiae%20Brief.pdf,"CONCLUSION 
The stay should be granted. 
 
 
Respectfully submitted, 
 
JE"
scotus_filing_34174,"TABLE OF CONTENTS 
Page 
TABLE OF AUTHORITIES .......................................................................................... ii 
INTRODUCTION AND INTERESTS OF AMICI STATES ......................................... 1 
STATEMENT ................................................................................................................. 3 
A.
The COVID-19 Pandemic ........................................................................... 3 
B.
Proceedings Below ...................................................................................... 5 
SUMMARY OF ARGUMENT ....................................................................................... 7 
ARGUMENT .................................................................................................................. 9 
POINT I 
THE PRELIMINARY INJUNCTION ENSURES SAFE ACCESS TO ESSENTIAL
REPRODUCTIVE HEALTHCARE IN A WAY THAT MINIMIZES TRANSMISSION OF
COVID-19 ................................................................................................................ 10 
A.
During the Pandemic, Telehealth Has Been Routinely Used to
Deliver Essential Healthcare While Minimizing In-Person
Contacts. ................................................................................................... 11 
B.
The Record Demonstrates That Telehealth Counseling and Mail
Delivery Can Be Used to Safely Provide Mifepristone to Patients. ....... 15 
POINT II 
AMICI STATES’ EXPERIENCE CONFIRMS THAT A STAY WOULD HARM PATIENTS
AND THE PUBLIC BY REQUIRING UNNECESSARY TRAVEL AND IN-PERSON
CONTACTS DURING THE PANDEMIC ............................................................................ 20 
CONCLUSION ............................................................................................................. 23 
ii 
",,http://www.supremecourt.gov/DocketPDF/20/20A34/153307/20200908123313493_20A34-Amicus%20Mot%20for%20States%20of%20NY%20et%20al.pdf,"CONCLUSION 
The stay application should be denied. 
Dated: 
New York, New York 
September 8, 2020 
Respectfully submitted, 
LE"
scotus_filing_34245,"TABLE OF CONTENTS 
STATEMENT OF INTEREST OF AMICI CURIAE .................................................... 1 
ARGUMENT .................................................................................................................. 2 
I. 
States Have Adopted Reasonable Measures To Protect Voter 
Participation And Overall Health During The COVID-19 
Pandemic .................................................................................................. 2 
II. 
There Is No Evidence That South Carolina’s Witness 
Requirement Is Necessary To Prevent Voter Fraud ............................... 7 
CONCLUSION ............................................................................................................. 13 
 
 
ii 
",,http://www.supremecourt.gov/DocketPDF/20/20A55/156706/20201003132855322_Andino%20v.%20Middleton%20-%20Motion%20for%20Leave%20to%20File%20and%20Brief.pdf,"CONCLUSION 
 
This Court should deny the application for a stay. 
 
27  
Indeed, given the significant penalties f"
scotus_filing_34247,"TABLE OF CONTENTS 
 
TABLE OF AUTHORITIES....................................... iii 
 
MOTION FOR LEAVE TO FILE BRIEF OF 
AMICI CURIAE ............................................................. 1 
 
MOTION FOR LEAVE TO FILE ON 8 1/2 
BY 11 INCH FORMAT ................................................. 3 
 
STATEMENT OF INTEREST OF AMICI .................. 7 
 
INTRODUCTION AND SUMMARY OF 
ARGUMENT .................................................................. 8 
 
ARGUMENT ................................................................ 10 
 
I. 
To Assure that Older South 
Carolinians Can Vote Safely, the 
State Must Limit High-Risk, 
Interpersonal Contact in the 
November Election ........................................... 10 
 
A. For Medically Vulnerable 
Older Voters, Risk of COVID-
19 Infection for the General 
Election Would Be 
Unacceptably High If the 
Witness Requirement Is 
Enforced and, Thus, Absentee 
Voting Requires Close Contact 
with Persons Whose 
Compliance with Anti-Virus 
Measures Is Unknown................................ 10 
ii 
 
 
B. Risks of Serious Harm, 
Including Death, Due to 
COVID-19 Are Especially 
High for Older South 
Carolinians .................................................. 14 
 
C. The COVID-19 Crisis—and 
Dangers Related to 
Enforcement of the Witness 
Requirement—Will Still Be 
Present in November .................................. 20 
 
D. Enforcing the Witness 
Requirement Would Be 
Especially Perverse Given the 
Higher Levels of Electoral 
Participation of Older Voters 
Who Are Most at Risk from 
COVID-19 .................................................... 22 
 
II. 
The Witness Requirement as 
Applied to the November General 
Election in South Carolina 
Violates the U.S. Constitution by 
Creating an Undue Risk of 
Serious Injury or Death for 
Medically Vulnerable Voters, 
Most of Whom Are Older ................................. 25 
  
CONCLUSION ............................................................. 29 
 
iii 
 
 
",,http://www.supremecourt.gov/DocketPDF/20/20A55/156710/20201003154316895_ANDINO%20FINAL%20AMICI%20BRIEF.pdf,"CONCLUSION 
 
For the reasons set forth above, Amici urge the 
Court to deny the emergency application for a stay. 
 
 
      
 
Respectfully submitted, 
 
 
 
/s"
scotus_filing_34250,"TABLE OF CONTENTS 
 
TABLE OF AUTHORITIES .......................................................................................... ii 
MOTION FOR LEAVE TO FILE AMICUS BRIEF ..................................................... 1 
MOTION FOR LEAVE TO FILE ON 8-1/2 BY 11 INCH FORMAT ........................... 5 
AMICI CURIAE BRIEF IN SUPPORT OF RESPONDENTS ..................................... 8 
ARGUMENT .................................................................................................................. 8 
I. 
THE CONSIDERATIONS OF PURCELL V. GONZALEZ FAVOR DENIAL 
OF A STAY ........................................................................................................ 10 
II. THE EQUITIES STRONGLY MILITATE AGAINST A STAY ........................ 14 
A.   
The District Court Properly Applied the Anderson-Burdick          
Standard  to Determine that Respondents Were Likely to Succeed          
on the Merits .......................................................................................... 16 
B.  
South Carolina’s Witness Requirement Burdens Respondents’ 
Constitutional Rights ............................................................................. 19 
C.  
A Stay Would Irreparably Harm Respondents, Amici, and           All 
South Carolina Voters ............................................................................ 22 
CONCLUSION ............................................................................................................. 24 
 
 
 
 
ii 
",,http://www.supremecourt.gov/DocketPDF/20/20A55/156705/20201003121147452_No20A55_Andino%20v%20Middleton_Amicus%20Supporting%20Respondents.pdf,"CONCLUSION 
 
 
For the foregoing reasons, the Court should deny Applicants’ Emergency 
Motion for a Stay of the District Court’s preliminary injunction. 
Respectfully submitted,"
scotus_filing_34285,"TABLE OF CONTENTS 
Page 
Interest of Amici Curiae ............................................................... 1 
Summary of Argument .................................................................. 3 
Argument ......................................................................................... 4 
I. Purcell Did Not Restrict Courts’ Authority To Enjoin 
Voting Rules ............................................................................. 4 
II. Courts Should Consider Multiple Factors In Deciding 
Whether To Enjoin Voting Rules .......................................... 8 
III. Further Guidance Is Necessary To Reconfirm The 
Judiciary’s Proper Role In Election Cases ........................ 13 
Conclusion ...................................................................................... 15 
 
",,http://www.supremecourt.gov/DocketPDF/20/20A64/157911/20201016103431606_20A64%20-%2020A65%20-%2020A66%20Election%20Law%20Scholars%20Motion%20-%20Brief.pdf,"CONCLUSION 
For the reasons stated above, amici respectfully urge 
the Court to clarify that Purcell issues no command and 
creates no presumption against courts’ injunction of po-
tentially unlawful voting rules in the period before an elec-
tion.  Instead, Purcell confirms that courts should con-
sider all relevant factors, given the context presented, in 
deciding whether an injunction is warranted.  
 
Respectfully submitted. 
 
 
ALEXANDRA M. WALSH 
Counsel of Record 
ANGELA CAI 
AMELIA I. P. FRENKEL 
ANASTASIA M. PASTAN 
WILKINSON WALSH LLP 
2001 M St. N.W., 10th Floor 
Washington, DC 20036 
(202) 847-4000 
awalsh@wilkinsonwalsh.com 
 
OCTOBER 2020"
scotus_filing_34291,"TABLE OF CONTENTS 
 
Parties to the Proceeding ............................................................................................... i 
 
Statement of Related Proceedings ............................................................................... iv 
 
Table of Authorities ...................................................................................................... vi 
 
Interest of Amicus Curiae ............................................................................................. 1 
 
Summary of Argument .................................................................................................. 2 
 
Argument ....................................................................................................................... 2 
 
I. 
Despite Efforts to Combat the Pandemic, Wisconsin is Suffering a 
Severe COVID-19 Outbreak ............................................................................... 2 
 
 
A. 
Wisconsin's Initial Response to the Virus ............................................... 3 
 
 
B.  
By July 2020, COVID-19 Cases Began to Spike Again .................................... 7 
 
 
C.  
Wisconsin Is Currently Experiencing One of the Nation's Worst 
COVID-19 Outbreaks as the Election Approaches ............................... 10 
  
II. The District Court's Injunction Is Narrowly Tailored to Protect Voters' 
Rights in the Face of Wisconsin's Severe COVID-19 Outbreak and Will 
Not Confuse or Disenfranchise Voters ............................................................. 12 
 
Conclusion .................................................................................................................... 16 
 
 
 
 
 
vi 
 
",,http://www.supremecourt.gov/DocketPDF/20/20A65/157816/20201015153259051_20A64%2020A65%2020A66%20Motions%20and%20Amicus%20Brief%20of%20Tony%20Evers%20Governor%20of%20Wisconsin.pdf,"Conclusion 
For the foregoing reasons, to protect Wisconsin citizens' right to vote and 
health, the Court should grant Plaintiffs-Applicants' Emergency Motion to Vacate 
the Circuit Court Stay of the district court's preliminary injunction. 
Respectfully submitted, 
Mailing Address: 
122 West Washington Ave 
Suite 900 
Madison, WI 53703 
(608) 251-0101 (telephone) 
(608) 251-2883 (facsimile) 
dwelsh@pinesbach.com 
lpines@pinesbach.com 
PINES BACH LLP 
~~.1UkL. 
DianeM."
scotus_filing_34306,"TABLE OF CONTENTS 
Page 
Interest of Amici Curiae ............................................................... 1 
Summary of Argument .................................................................. 3 
Argument ......................................................................................... 4 
I. Purcell Did Not Restrict Courts’ Authority To Enjoin 
Voting Rules ............................................................................. 4 
II. Courts Should Consider Multiple Factors In Deciding 
Whether To Enjoin Voting Rules .......................................... 8 
III. Further Guidance Is Necessary To Reconfirm The 
Judiciary’s Proper Role In Election Cases ........................ 13 
Conclusion ...................................................................................... 15 
 
",,http://www.supremecourt.gov/DocketPDF/20/20A66/157915/20201016105409273_20A64%20-%2020A65%20-%2020A66%20Election%20Law%20Scholars%20Motion%20-%20Brief.pdf,"CONCLUSION 
For the reasons stated above, amici respectfully urge 
the Court to clarify that Purcell issues no command and 
creates no presumption against courts’ injunction of po-
tentially unlawful voting rules in the period before an elec-
tion.  Instead, Purcell confirms that courts should con-
sider all relevant factors, given the context presented, in 
deciding whether an injunction is warranted.  
 
Respectfully submitted. 
 
 
ALEXANDRA M. WALSH 
Counsel of Record 
ANGELA CAI 
AMELIA I. P. FRENKEL 
ANASTASIA M. PASTAN 
WILKINSON WALSH LLP 
2001 M St. N.W., 10th Floor 
Washington, DC 20036 
(202) 847-4000 
awalsh@wilkinsonwalsh.com 
 
OCTOBER 2020"
scotus_filing_34313,"TABLE OF CONTENTS 
STATEMENT OF INTEREST OF AMICI CURIAE .................................................... 1 
ARGUMENT .................................................................................................................. 3 
I. 
Local Election Officials And States Require Flexibility To Ensure 
That Residents Can Vote Safely Amid The Ongoing Public Health 
Emergency ................................................................................................ 3 
A. 
Allowing states and localities to tailor local elections to 
local conditions benefits both voters and the overall 
electoral system ............................................................................. 4 
B. 
Numerous 
state 
and 
local 
election 
officials 
have 
implemented curbside voting policies ........................................... 5 
II. 
There Is No Evidence That Permitting Curbside Voting Will 
Result In Voter Fraud, Is Impracticable, Or Raises Privacy 
Concerns ................................................................................................... 9 
CONCLUSION ............................................................................................................. 14 
 
 
ii 
",,http://www.supremecourt.gov/DocketPDF/20/20A67/158077/20201019114546685_People%20First%20DC%20%20Mot%20and%20Br%20file.pdf,"CONCLUSION 
This Court should deny the application for a stay. 
 
30  
Available at https://bit.ly/3o8TcAC (last v"
scotus_filing_34314,"TABLE OF CONTENTS 
TABLE OF AUTHORITIES .......................................................................................................... II 
STATEMENT OF INTEREST ....................................................................................................... 1 
SUMMARY OF ARGUMENT ...................................................................................................... 2 
ARGUMENT .................................................................................................................................. 3 
I. 
CURBSIDE VOTING IS A COMMON, EASILY IMPLEMENTED 
ACCOMMODATION THAT SUBSTANTIALLY MITIGATES THE RISK TO 
MEDICALLY VULNERABLE VOTERS WHO CAST THEIR BALLOTS IN-PERSON 
ON ELECTION DAY......................................................................................................... 3 
II. 
PERMITTING ALABAMA COUNTIES TO DECIDE WHETHER TO OFFER 
CURBSIDE VOTING IS A REASONABLE ACCOMMODATION FOR THE 1.6 
MILLION ALABAMA VOTERS WHO ARE AT HEIGHTENED RISK FROM 
COVID-19 AND ENTITLED TO RELIEF UNDER TITLE II ......................................... 7 
III. 
ENJOINING ENFORCEMENT OF THE CURBSIDE VOTING BAN DOES NOT RUN 
AFOUL OF PURCELL ..................................................................................................... 11 
CONCLUSION ............................................................................................................................. 15 
 
ii 
 
",,http://www.supremecourt.gov/DocketPDF/20/20A67/158080/20201019115034063_20A67%20Motion%20and%20Brief%20for%20the%20American%20Diabetes%20Association%20et%20al.pdf,"CONCLUSION 
 
For the reasons stated herein, Amici respectfully submit that this Court should deny the 
emergency application for a stay.  
Dated: October 19, 2020 
 
 
                                             Respectfully submitted, 
 
 
/s/ Demian A. Ordway            
Demian A. Ordway* 
 
*Counsel of Record 
Margaret B. Hoppin 
HOLWELL SHUSTER & GOLDBERG LLP 
425 Lexington Avenue, 14th Floor  
New York, NY 10017 
Telephone: 646.837.5151 
Email: dordway@hsgllp.com 
 
 
 
32 In Purcell, this Court concluded that the appellate court’s failure to “give deference to the discretion of 
the District Court” was “error.” 549 U.S. at 5. Here, by contrast, the Court of Appeals for the Eleventh 
Circuit afforded appropriate deference to the District Court’s extensive factual findings and legal 
conclusions, when it declined to stay the injunction prohibiting Secretary Merrill from enforcing his"
scotus_filing_34316,"TABLE OF CONTENTS 
 
 
TABLE OF AUTHORITIES ......................................................................................... iii 
STATEMENT OF INTEREST OF AMICI CURIAE .................................................... 1 
SUMMARY OF ARGUMENT ....................................................................................... 3 
ARGUMENT .................................................................................................................. 6 
I. 
THE DE FACTO CURBSIDE VOTING BAN VIOLATES PLAINTIFFS’ 
FUNDAMENTAL RIGHT TO VOTE UNDER THE FIRST AND FOURTEENTH 
AMENDMENTS TO THE U.S. CONSTITUTION AS APPLIED DURING THE 
COVID-19 PANDEMIC ............................................................................................. 6 
A. Curbside Voting is an Established Method of Providing Voters with a 
Convenient and Safe Alternative to In-Person Voting.......................................... 6 
B. The State’s De Facto Curbside Voting Ban is a Severe Burden on Voters’ 
Constitutional Rights ............................................................................................. 9 
C. The State Has No Interest Sufficient to Justify a Ban on a Lawful and 
Established Practice to Protect Voters’ Health During the Pandemic ............... 12 
II. THE DISTRICT COURT’S ORDER DOES NOT VIOLATE THE PURCELL 
PRINCIPLE .............................................................................................................. 15 
CONCLUSION ............................................................................................................. 20 
 
 
iii 
",,http://www.supremecourt.gov/DocketPDF/20/20A67/158430/20201021163335130_201001rev%20Motion%20Brief%20Amicus%20eservice.pdf,"CONCLUSION 
 
 
For the reasons set forth above, amici urge the Court to deny Defendants’ 
Emergency Application for a Stay. 
 
Dated:  October 19, 2020 
 
 
 
Respectfully submitted, 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
s/Michael C. Keats 
Michael C. Keats, Counsel of Record 
FRIED, FRANK, HARRIS, SHRIVER 
     & JACOBSON LLP 
One New York Plaza 
New York, NY 10004 
(212) 859-8000 (phone) 
(212) 859-4000 (fax) 
Michael.Keats@friedfrank.com 
 
Counsel for Amici Curiae League of 
Women Voters of A"
scotus_filing_34337,"TABLE OF CONTENTS 
Page 
TABLE OF AUTHORITIES ........................................................................................ ii 
INTEREST OF AMICI CURIAE ................................................................................ 1 
SUMMARY OF ARGUMENT ...................................................................................... 8 
ARGUMENT ......................................................................................................................  
I. 
MOORE AND WISE SEEK DIFFERENT RELIEF FROM THIS 
COURT, AND THAT DIFFERENCE IS CRUCIAL ............................................... 10 
II. 
NONE OF THE PLAINTIFFS IN WISE OR MOORE HAVE 
STANDING TO BRING THEIR ELECTIONS AND ELECTORS 
CLAUSE CLAIMS AND, IN ANY EVENT, THESE ARGUMENTS 
ARE UNPRECEDENTED AND EXTREME, AND SHOULD BE 
REJECTED ............................................................................................................. 10 
A. 
The Fourth Circuit And District Court Correctly Con-
cluded That The Wise And Moore Applicants Lack 
Standing To Bring These Elections and Electors Clause 
Claims ......................................................................................................... 13 
B. 
Even If the Wise Applicants Do Have Standing To As-
sert Their Elections And Electors Clause Claims 
Against Unspecified Aspects Of The Oct. 17 Mem 2020-
19, These Claims Should Be Rejected ................................................... 15 
III. 
THE WISE APPLICANTS’ EQUAL PROTECTION CLAUSE 
ARGUMENT UNDER BUSH v. GORE IS LEFT COMPLETELY 
UNDEFINED AS TO NUMBERED MEMO 2020-19 AND MUST 
NECESSARILY FAIL AS WELL FOR LACK OF SUBJECT 
MATTER JURISDICTION ...................................................................................... 22 
CONCLUSION ............................................................................................................... 24 
CERTIFICATE OF SERVICE 
 
ii 
",,http://www.supremecourt.gov/DocketPDF/20/20A71/158733/20201024145602340_20A17%20Motion%20to%20Leave%20Amici%20-%20Democracy%20NC%20v.%20NC%20Bd%20of%20Elections.pdf,"CONCLUSION 
For the reasons stated above, Amici urge this Court to deny the Applica-
tions for injunctive relief in Wise.   
Dated: October 24, 2020 
Respectfully submitted,"
scotus_filing_34345,"TABLE OF CONTENTS 
INTRODUCTION AND INTEREST OF AMICI CURIAE ........................................... 1 
ARGUMENT .................................................................................................................. 3 
I. 
States Must Have Flexibility To Accommodate Voters In Light Of 
COVID-19 And The Postal Service’s Ongoing Crises ............................. 3 
II. 
Memorandum 2020-22 Is Consistent With States’ Longstanding 
Practice Of Allowing For And Responding To Mail Delays .................... 8 
CONCLUSION ............................................................................................................. 15 
 
 
ii 
",,http://www.supremecourt.gov/DocketPDF/20/20A72/158727/20201024142754250_Circosta%20Motion%20For%20Leave%20to%20File%20Amicus%20Brief%20FINAL.pdf,"CONCLUSION 
This Court should deny the emergency applications for injunctive relief. 
Respectfully submitted, 
 
KARL A. RACINE 
Attorney General for the District of Columbia 
 
/s/ Loren L. AliKhan  
 
LOREN L. ALIKHAN 
Solicitor General"
scotus_filing_34397,"TABLE OF CONTENTS
TABLE OF AUTHORITIES . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . iv
INTEREST OF AMICUS CURIAE . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1
SUMMARY OF ARGUMENT . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 2
ARGUMENT . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 3
I.
Ordering “Houses of Worship” to Abide by Different COVID Rules
Than Any Other Activity Is Not Religion-Neutral and Not Generally
Applicable; Therefore, Strict Scrutiny Applies . . . . . . . . . . . . . . . . . . . . . . . . 3
A.
Free Exercise Legal Standards . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 4
B.
Application of Free Exercise Legal Standards . . . . . . . . . . . . . . . . . . . 6
II.
Injunctive Relief Is Justified, Not Only to Correct for the Specific
Unconstitutional Action Here, but Also to Correct Lower Courts’
Widespread Misinterpretation of South Bay.. . . . . . . . . . . . . . . . . . . . . . . . . 10
CONCLUSION. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 15
iii
",,http://www.supremecourt.gov/DocketPDF/20/20A87/161004/20201117154639544_20A87%20Amicus%20Brief%20First%20Liberty.pdf,"CONCLUSION
For these reasons, the Court should grant emergency relief.
Respectfully submitted,"
scotus_filing_34402,"TABLE OF CONTENTS 
Page 
CORPORATE DISCLOSURE STATEMENT .....  
i 
TABLE OF AUTHORITIES ................................  
iv 
INTEREST OF AMICI CURIAE ........................  
1 
SUMMARY OF ARGUMENT .............................  
2 
ARGUMENT ........................................................  
3 
I. Several Factors Determine the Risk of 
Spreading SARS-CoV-2 ............................  
3 
II. Attending a Religious Service Is Among 
the Riskiest Activities ...............................  
6 
III. The Rules in New York’s Red Zones and 
Orange Zones Treat Religious Services 
More Leniently Than Comparably Risky 
Activities ...................................................  
9 
CONCLUSION ....................................................  
10 
iv 
 
",,http://www.supremecourt.gov/DocketPDF/20/20A87/161064/20201118104326342_20A87acAmericanMedicalAssociationAndMedicalSocietyOfTheStateOfNewYork.pdf,"CONCLUSION 
The AMA and MSSNY sympathize with the Gover-
nor, who must balance public health with civil liberties 
in a difficult and fast-changing pandemic, and with the 
Diocese, which sincerely believes in the importance 
of its mission and has taken measures to mitigate 
the risk of its services. While the AMA and MSSNY 
recognize that this case cannot be decided by science 
alone, they believe that the Court’s understanding of 
the science should be as accurate as possible. The 
science indicates that even with protective measures 
in place, attending a religious service is inherently 
risky, that its risk is comparable to that of activities 
prohibited in New York’s red and orange zones, and 
that this risk cannot be eliminated. 
Respectfully submitted, 
JOE R. WHATLEY, JR. 
EDITH M. KALLAS 
HENRY C. QUILLEN 
Counsel of Record 
WHATLEY KALLAS LLP 
152 West 57th Street 
41st Floor 
New York, NY  10019 
(212) 447-7060 
hquillen@whatleykallas.com 
Counsel for Amici Curiae 
November 18, 2020"
scotus_filing_34414,"TABLE OF CONTENTS 
 
Page 
TABLE OF AUTHORITIES .......................................................................................... ii 
INTERESTS OF THE AMICI CURIAE ........................................................................ 1 
INTRODUCTION AND SUMMARY OF ARGUMENT ............................................... 3 
ARGUMENT .................................................................................................................. 5 
A. The Free Exercise Clause does not require a religious exemption 
here because granting one would gravely harm numerous people ................... 5 
1. This Court has never granted an exemption under the 
Free Exercise Clause when doing so would inflict substantial 
harm on people beyond the applicant ........................................................... 5 
2. Requiring a religious exemption from New York’s Order 
would inflict severe harm on countless other people ................................... 9 
B. New York’s Order does not discriminate against religion .............................. 13 
1. Distinctions based on objective scientific analysis rather than 
religious status or animus are not religious discrimination ...................... 13 
2. New York’s Order is not motivated by antireligious animus and 
does not discriminate against religious institutions based on status ....... 15 
CONCLUSION ............................................................................................................. 20 
 
 
 
ii 
 
",,http://www.supremecourt.gov/DocketPDF/20/20A90/160920/20201117094308962_AU%20et%20al%20amicus%20motion%20with%20brief%20--%20Agudath%20Israel%20v%20Cuomo%20--%20final%20PDFA.pdf,"CONCLUSION 
If there is one belief widely held among the diverse faiths that Americans hold, 
it is the great value that they place on human life. E.g., Deuteronomy 30:19–20. The 
precious right to worship freely should not be misapplied in a manner that 
contributes to the spread of disease, suffering, and death. For to do so would defeat 
the very purpose of that right: “The dead cannot praise the Lord.” Psalms 115:17. 
New York has carefully drawn distinctions based on objective public-health-
based considerations, while at the same time showing special solicitude—not 
disfavor—for religious institutions and their worship service"
